    Date           Stock     Reported  Dollar Value     Warrants
 (yyyymmdd)       Volume       Trades     (mils. $)       Volume
    19950613    337800562       222726       12003.9      1195800
    19950614    328798391       214356       11068.0      1029500
    19950615    331557450       222175       11667.2       354600
    19950616    444331298       260652       16715.2       580200
    19950619    320540920       227297       11250.1       482700
    19950620    381671185       246570       13581.6       325500
    19950621    397578490       252350       14320.2       630300
    19950622    421025375       282488       15056.6       990500
    19950623    317709380       223011       11073.7       858200
    19950626    296392840       216011       10349.7       306300
    19950627    349462340       231362       12022.3       325200
    19950628    367714170       245280       13017.4       337500
    19950629    315261150       207815       11010.1       314300
    19950630    311065530       210961       10594.4       451400
    19950703    117723350        95582        4180.5       158400
    19950705    356528660       225887       12557.9       366700
    19950706    419611750       256894       14821.0       866700
    19950707    466895330       302342       17389.1       672900
    19950710    408783370       274038       14226.6       868600
    19950711    376441200       264290       13290.7       288800
    19950712    412871260       289578       14671.5       562500
    19950713    387908463       269354       13662.9       554500
    19950714    312384720       235469       11195.2       520400
    19950717    329932978       246985       11994.1       384500
    19950718    376750203       260593       14681.8       387900
    19950719    482900360       335950       18444.1       497400
    19950720    385049673       263782       14590.5       644700
    19950721    431104630       251392       16388.5       395000
    19950724    314573210       232725       11706.6       351700
    19950725    372380430       258179       14171.9       279400
    19950726    397711330       260033       14513.2       553700
    19950727    353516470       237321       12767.5       426400
    19950728    310099440       210133       10980.3       509400
    19950731    288979810       221242       10771.9       449400
    19950801    331844727       233993       12359.1       434900
    19950802    373284400       263294       14469.5       495400
    19950803    352791336       234779       12888.3       398100
    19950804    312819280       207014       10488.6       281600
    19950807    275553700       203455        9463.7       425300
    19950808    305447270       221593       10599.6       318700
    19950809    302504610       202911       10487.6       577800
    19950810    305925020       224030       10877.1       311700
    19950811    264608880       204076        9667.6       491700
    19950814    264068266       199187        9091.2       315700
    19950815    329772426       236165       11726.9       927700
    19950816    389503973       236223       13935.0       770500
    19950817    355920856       243515       12771.3       632000
    19950818    319883843       222178       12427.6       376600
    19950821    302408860       228230       11456.2       309600
    19950822    289721006       209055       10852.7       422000
    19950823    291434206       208083       10637.6       172700
    19950824    298418070       200321       10662.3       328200
    19950825    255599880       188497        9236.0       357400
    19950828    266344100       207197       10212.6      1458800
    19950829    310495290       226773       11836.8       706300
    19950830    329220260       205949       11371.6       547200
    19950831    300999910       206680       10559.2       289100
    19950901    255145150       186201        9143.5       520600
    19950905    336550063       230252       12550.2       506000
    19950906    368733210       241128       13465.2       678800
    19950907    321187760       229495       11781.4       385200
    19950908    317078541       228131       11590.6       496500
    19950911    297459702       230989       11094.6       971500
    19950912    360002397       243685       13461.8       393300
    19950913    383670835       268227       14825.6       450600
    19950914    382226230       280990       14780.1       524400
    19950915    465614560       288945       19470.7       428600
    19950918    325518730       244434       13108.4       345500
    19950919    367817920       248512       14538.5       522500
    19950920    399246380       268177       15693.2       566300
    19950921    365164670       260420       14267.8       445100
    19950922    366404880       248942       13658.0       456900
    19950925    269142830       195834       10328.9       185800
    19950926    362870750       256673       13693.7       411300
    19950927    410463475       265126       16313.9       308600
    19950928    366964700       232341       14169.6       155500
    19950929    334429850       239272       12843.8       637000
    19951002    304276900       217858       11463.4       510700
    19951003    385656710       240934       14368.1       288200
    19951004    343102070       218238       13526.6       215300
    19951005    367191090       233122       13541.3       293900
    19951006    313479870       211926       11284.4       203900
    19951009    275063980       208010       10505.9       254400
    19951010    412461510       317794       15900.0       219700
    19951011    340380820       244038       12515.8       362200
    19951012    343688570       234143       12685.7       379000
    19951013    374066900       240967       13890.0       609700
    19951016    299893540       215756       10448.0       346800
    19951017    355022057       239352       13378.5       517100
    19951018    412223393       275255       16739.6       429800
    19951019    405389070       266103       15914.4       361700
    19951020    395600814       267596       15856.2       247900
    19951023    328998690       235943       12876.3       294100
    19951024    412796080       276749       14866.0       377700
    19951025    430844830       289296       16462.9       509000
    19951026    464296970       285593       17054.8       744700
    19951027    377331443       261557       13788.6       594300
    19951030    316146415       234838       12178.2       638200
    19951031    375889022       262334       13496.4       492100
    19951101    376512000       250475       14309.8       469500
    19951102    395605960       271290       14306.6       442100
    19951103    344047420       238389       12275.8       317700
    19951106    307871520       236214       11360.5       351200
    19951107    362737540       258738       13578.1       374900
    19951108    364509135       249543       13560.5       595900
    19951109    378524390       277223       13831.6       648200
    19951110    297108580       223432       10953.7       423700
    19951113    293557042       217690       10802.4       668200
    19951114    351917035       246746       13177.9       329200
    19951115    373777269       264394       14060.7       430100
    19951116    420070253       282378       16134.0       419600
    19951117    434859890       283535       16077.9       282300
    19951120    330592478       255833       12145.4       243500
    19951121    407000704       296629       15423.9       490800
    19951122    404004170       268444       14534.1       539400
    19951124    125528330        97869        4322.8        95100
    19951127    357913366       262943       13262.8       386200
    19951128    410148871       290019       14886.8       450500
    19951129    400310860       264687       14773.3       425900
    19951130    439082360       286453       16010.3       428600
    19951201    392513930       266810       14197.0       302300
    19951204    406093951       280898       15026.3       346000
    19951205    436442130       313758       16999.8       315500
    19951206    418012094       308855       15728.4       478200
    19951207    380673040       272614       14097.1       333200
    19951208    326803580       244988       11851.9       322200
    19951211    342985263       255416       12437.5       354600
    19951212    348493330       258595       12888.5       362300
    19951213    414711693       288476       15503.2       333200
    19951214    464581513       323010       17359.8       358200
    19951215    652828674       304952       27684.9       326600
    19951218    426752820       298917       15680.1       249600
    19951219    479472860       338121       17780.9       353800
    19951220    444069835       301095       16025.4       318500
    19951221    419669741       284884       15299.0       255000
    19951222    289220020       228168       10186.8       387700
    19951226    216929430       183969        7276.7       347400
    19951227    252039220       201819        8913.8       267300
    19951228    288453040       233776        9811.3       203000
    19951229    320863917       278958       10834.0       386700
    19960102    363904300       294710       13754.4       439600
    19960103    468770670       304120       17310.1       407800
    19960104    512231080       355666       19881.5       347100
    19960105    436806526       295606       16416.2       308400
    19960108    130303200       122076        4810.2        60600
    19960109    417113884       305262       15886.1       286200
    19960110    497392169       361593       19312.8       387500
    19960111    408312705       313032       15448.1       446400
    19960112    383110770       295596       14853.9       292800
    19960115    305848572       227729       11059.7       328700
    19960116    424770670       300298       15954.8       448300
    19960117    458880820       316731       17646.1       517200
    19960118    449877407       304270       17149.7       535900
    19960119    502367166       316111       19903.1       488800
    19960122    397763992       297935       15114.8       274500
    19960123    416587030       290864       15706.7       318100
    19960124    476008351       315240       18846.9       369000
    19960125    452966551       306689       17558.0       303300
    19960126    385389000       275750       14685.5       306600
    19960129    363072740       257669       13719.5       255300
    19960130    464193070       312484       17444.1       517700
    19960131    474566720       332367       18144.4       597000
    19960201    460950241       312420       16900.8       580600
    19960202    419356023       293881       15560.3       649500
    19960205    377474040       289162       14379.4       242800
    19960206    465571990       352872       18647.6       253800
    19960207    462297596       356017       18876.1       239300
    19960208    474595459       352588       19177.0       248200
    19960209    477164690       380134       20410.8       320000
    19960212    400975230       327426       16389.3       326900
    19960213    440389890       370095       17893.9       258500
    19960214    421272834       314534       17027.4       428200
    19960215    414886652       298094       17245.8       333500
    19960216    445177135       313831       18931.6       286800
    19960220    395696940       309225       15940.3       215900
    19960221    430988090       308932       17512.9       229700
    19960222    494293800       328867       20177.8       460000
    19960223    442421383       338019       18514.8       708600
    19960226    399029314       299927       16042.0       298100
    19960227    431053270       311895       17157.6       283300
    19960228    447568783       321454       18093.1       216800
    19960229    452900127       348618       18128.2       267900
    19960301    471074460       344516       19112.0       404400
    19960304    416497620       309364       16222.8       769900
    19960305    445088890       304594       17121.2       608000
    19960306    427712950       301063       16366.4       506200
    19960307    426047400       288169       15899.1       326300
    19960308    545422118       416787       21693.1      1139200
    19960311    448589690       353516       17861.1       913700
    19960312    460866489       337457       18922.7       621400
    19960313    412362024       298113       16286.9       671000
    19960314    492176690       311377       19631.9       452300
    19960315    536631377       330837       22173.9       231900
    19960318    436698120       319272       17849.0       337600
    19960319    439565727       325586       18279.2       500100
    19960320    409590430       293027       17003.6       191000
    19960321    365574560       268193       14583.7       247100
    19960322    327383620       232800       12655.2       444100
    19960325    336297699       264492       13702.2       762000
    19960326    403907880       294091       15781.2       376300
    19960327    402633530       267161       15564.8       314600
    19960328    368059340       261061       14471.4       260600
    19960329    413366289       288731       16283.3       411600
    19960401    391796750       271580       15617.4       328100
    19960402    406312520       283634       15919.2       332400
    19960403    386715972       254332       14706.7       213800
    19960404    382993449       276040       14984.8       404200
    19960408    418054683       347691       16989.4       368500
    19960409    426518720       305855       16994.0       269000
    19960410    474863600       344623       18741.7       286900
    19960411    519246500       357185       21238.4       460600
    19960412    412907895       276375       16574.4       366900
    19960415    346102780       255168       13267.9       271600
    19960416    452901848       300581       17146.9       406000
    19960417    464619453       294231       18693.4       241300
    19960418    414764667       291250       16583.3       292700
    19960419    435305162       277726       17993.4       182800
    19960422    396286930       279992       15360.5       321400
    19960423    451870760       296458       16830.3       323200
    19960424    482870410       306277       18334.1       289700
    19960425    462202080       312560       18527.5       204700
    19960426    401169236       267703       15574.2       247100
    19960429    342601716       250784       13079.8       128500
    19960430    391695451       265792       14063.1       124500
    19960501    402733014       270909       14663.6       292900
    19960502    441519328       304035       17440.8       307000
    19960503    432474368       296827       17464.6       395200
    19960506    375224332       286352       14545.0       292200
    19960507    409685946       283238       15367.8       175300
    19960508    495248423       348234       19587.7       209200
    19960509    404102988       279999       15596.8       205000
    19960510    427988370       299029       16140.7       393300
    19960513    395725876       292228       15476.5       291400
    19960514    460068850       324674       18168.8       375200
    19960515    447460300       307170       17717.9       326400
    19960516    391860566       278493       16326.8       206000
    19960517    428929350       281547       18238.2       203500
    19960520    384779780       289552       16536.5       213600
    19960521    409379300       302179       16566.5       181500
    19960522    423208990       341144       17171.3       402800
    19960523    431319769       314847       17278.4       341500
    19960524    328740300       262558       12800.2       341400
    19960528    341003182       288628       13399.3       430600
    19960529    346292270       270134       13810.1       169100
    19960530    381630120       293387       14938.7       285600
    19960531    351555330       280376       13993.0       188400
    19960603    316807916       261291       12171.4       127600
    19960604    385732523       264235       15045.2       239700
    19960605    380021950       262032       14724.2       304300
    19960606    464527139       290383       18012.7       265300
    19960607    445487850       305202       17509.3       158200
    19960610    336956940       243197       12385.8       141000
    19960611    405185378       278528       15319.7       117800
    19960612    397018884       269332       15056.6        95600
    19960613    397422794       260638       14977.5       170200
    19960614    393093503       248697       14942.6       104100
    19960617    298077500       242676       11487.9       187300
    19960618    375773060       276254       14222.6       260100
    19960619    383150620       272483       14068.5       110100
    19960620    440473763       324034       17131.7       323200
    19960621    520074627       308956       21043.4       263600
    19960624    333626610       268354       12830.5       217300
    19960625    391566315       276598       14787.0       333800
    19960626    386288280       261396       14781.7       227300
    19960627    405415920       278347       15592.5       162100
    19960628    470219077       315556       16850.1       236500
    19960701    345590000       252851       13091.8       153700
    19960702    387804390       265570       14840.2       187100
    19960703    336094000       230999       13195.3       164800
    19960705    181170510       148956        7221.1        88000
    19960708    366209823       284334       14461.3       181100
    19960709    378364490       274821       14674.5       342400
    19960710    420775559       312456       16215.4       544400
    19960711    518821235       355279       20010.5       453200
    19960712    396014148       291002       15100.8       265500
    19960715    416814020       317294       15827.9       262200
    19960716    680913115       474577       25282.4       456000
    19960717    512567460       360406       18861.0       211200
    19960718    473263294       334715       17530.5       172400
    19960719    406881142       300985       14948.4       140300
    19960722    332089726       259174       12470.2       271500
    19960723    420153167       305264       15424.7       426600
    19960724    461326829       369909       16776.5       198600
    19960725    404400122       267034       14932.8       111200
    19960726    349377220       248908       12508.8       279100
    19960729    280741994       214271       10091.4       102000
    19960730    340599258       244259       12074.2       147400
    19960731    402909331       264054       14302.0       315400
    19960801    437924700       286262       15780.9       519600
    19960802    441812680       288081       16262.7       266200
    19960805    307042773       237850       11175.7       192900
    19960806    346743640       254681       12057.4       547700
    19960807    394068710       275911       14618.6       266600
    19960808    334413400       253019       12275.2       155200
    19960809    327148395       227595       11862.3       130100
    19960812    312085280       235904       12377.6        84100
    19960813    362252470       245759       14101.9       214700
    19960814    343301730       251128       12780.8       165400
    19960815    324539370       235900       11896.2       676700
    19960816    337556949       238153       12930.0        90300
    19960819    293904390       214960       11841.8       171000
    19960820    334661230       241052       12273.2       297200
    19960821    348678360       238483       12822.0       144300
    19960822    354719401       252847       13033.6       230100
    19960823    309778820       237067       11093.6       150700
    19960826    281326020       216661       10159.1       101600
    19960827    310321220       231964       11111.4       194400
    19960828    296309810       223279       11007.4       117200
    19960829    321014060       254246       12007.2       105900
    19960830    258256862       220223       10084.2       127600
    19960903    345614261       283550       13636.4       127700
    19960904    351049500       260181       12970.4       184300
    19960905    361223430       259552       13094.8       193600
    19960906    348376480       261615       13187.5       241500
    19960909    310488560       246797       11645.8       194800
    19960910    371010020       271975       13927.1       292000
    19960911    375236270       272453       14298.1       138800
    19960912    398219020       284078       15444.6       330000
    19960913    487060210       305761       18538.9       489200
    19960916    426934414       310570       17188.9       271100
    19960917    447598273       320723       18060.2       170000
    19960918    392418512       279116       15440.6       396100
    19960919    397880619       282151       15020.3       246500
    19960920    518800521       319156       20980.0       177600
    19960923    299715720       234476       11543.1        50500
    19960924    459871320       343003       17804.0       282500
    19960925    476706816       310185       18073.9       196300
    19960926    500678320       326721       18674.3       196200
    19960927    414630030       279332       15317.0       125400
    19960930    394016659       289311       14689.6       183000
    19961001    421335540       287530       15525.1       184300
    19961002    439867010       300611       16455.5       176400
    19961003    384873456       274487       14299.8      1628300
    19961004    463631290       305097       17893.9       296300
    19961007    381422728       284251       14180.4       380100
    19961008    434831071       301169       16025.5       173700
    19961009    408171118       303252       15146.9       158200
    19961010    394627350       264061       14227.7       277200
    19961011    395838220       263351       14475.9       180200
    19961014    321791710       241670       12274.6       199500
    19961015    458745770       337015       17937.8       208100
    19961016    441044230       308259       17120.5       327200
    19961017    478261670       319612       17841.1       278900
    19961018    472633268       304387       19025.7       265400
    19961021    414377640       316414       16854.9       250400
    19961022    410503580       301630       15432.0       287700
    19961023    441901240       311855       17710.5       267700
    19961024    418803310       295378       16538.2       162300
    19961025    367498670       260092       13768.2       139400
    19961028    383442040       287790       14704.3       184900
    19961029    443650570       314577       17239.3       239400
    19961030    438473740       299306       16562.3       232500
    19961031    488236810       301115       18742.7       260300
    19961101    465182240       302929       18094.2       327100
    19961104    398499510       286933       15864.7       289900
    19961105    492306761       312523       19968.5       550100
    19961106    509210671       351332       20802.7       386700
    19961107    502108800       365550       20232.6       420300
    19961108    401701890       293820       15778.9       616800
    19961111    353650870       260410       13465.8       307300
    19961112    472644860       335934       18082.8       291300
    19961113    429621580       312598       16743.8       220000
    19961114    480105250       336018       19095.2       245300
    19961115    528868922       376619       22292.4       226300
    19961118    388335950       306549       16298.5       183100
    19961119    461776534       327332       18496.7       205300
    19961120    497698090       362105       20094.3       203800
    19961121    464165410       329070       18062.9       263500
    19961122    527931364       352984       20111.2       274500
    19961125    498080623       388794       20243.4       507300
    19961126    540141400       429714       22476.7       376800
    19961127    377633630       292580       15033.2       155100
    19961129    149949150       141235        5785.0        50700
    19961202    413631805       334096       16160.2       206400
    19961203    515792980       392800       20254.7       361900
    19961204    497980570       397663       20795.0       256900
    19961205    483340412       345239       18807.1       372200
    19961206    504331470       398392       20944.6       531400
    19961209    381359690       310108       14827.0       217500
    19961210    446609320       341147       17048.9       185300
    19961211    504336908       376285       20618.8       167700
    19961212    492560010       354632       20267.0       327700
    19961213    454340550       364530       18968.5       141600
    19961216    447359870       343113       18347.0       199400
    19961217    519568460       372114       20082.1       275600
    19961218    500129580       335156       19118.6       362600
    19961219    526094854       366565       20824.1       313900
    19961220    654110133       361313       28008.8       227400
    19961223    342998110       273949       12546.2       281400
    19961224    165038570       145037        5891.9        99200
    19961226    254240842       228190        9843.9       393500
    19961227    253573500       224679        9465.7       234700
    19961230    338061450       282060       11971.9       274100
    19961231    399375078       313763       14457.8       305600
    19970102    462945690       370115       19111.8       185400
    19970103    452628140       320677       18220.4       171900
    19970106    526917320       378135       20830.3       286400
    19970107    537824720       372468       20490.6       313300
    19970108    557181500       381217       22176.5       258400
    19970109    554706490       369177       22277.6       665000
    19970110    544514690       406784       23005.4       528400
    19970113    444664087       362971       18426.1       215900
    19970114    531023410       382258       21863.8       250100
    19970115    527671620       388191       21597.7       387600
    19970116    536748532       384937       22128.9       466100
    19970117    534187460       370530       22718.6       286100
    19970120    440578490       328033       18113.7       171700
    19970121    571097070       419308       23703.7       134300
    19970122    586490120       391778       25694.1       667600
    19970123    684587620       456556       28924.5       474400
    19970124    541978750       425625       23396.8       439900
    19970127    445475550       370991       19055.9       262200
    19970128    541011300       385075       23462.5       466600
    19970129    498104020       338258       20003.5       253700
    19970130    523813600       354988       21525.7       194100
    19970131    578331556       392236       22854.0       212200
    19970203    463370710       350701       19011.9       201000
    19970204    506255446       336060       20394.1       269000
    19970205    580494915       425777       24971.9       281900
    19970206    519401919       358998       21257.1       182600
    19970207    540690360       393960       22604.8       212500
    19970210    469372051       354082       19806.7       158000
    19970211    482916670       378892       20125.6       170200
    19970212    563603540       398229       22957.5       253200
    19970213    593265425       410879       25441.2       223000
    19970214    491227024       367167       21275.7       282900
    19970218    475987537       379035       20100.5       257600
    19970219    520617420       390236       22380.9       223500
    19970220    491469620       376046       20666.1       368100
    19970221    488468693       358080       20438.2       206800
    19970224    462027440       355373       18878.0       175400
    19970225    541640087       396454       21462.9       388100
    19970226    573099980       403670       24733.7       318500
    19970227    466369420       338054       19140.0       329500
    19970228    508662861       374402       21248.4       288600
    19970303    436620114       333451       18572.5       269600
    19970304    537208700       368993       22211.7       254300
    19970305    531771980       369478       22208.9       314800
    19970306    539747713       349495       22505.9       349100
    19970307    507773720       342178       21315.4       224700
    19970310    468374991       339622       19669.1       190400
    19970311    492685144       371113       20832.9       250800
    19970312    489544438       352042       19956.2       429000
    19970313    506662598       359398       21497.4       577900
    19970314    490928094       359450       21328.3       248800
    19970317    496985517       381583       21791.3       271800
    19970318    467367280       348874       19668.4       101900
    19970319    538917422       390201       22817.1       248400
    19970320    497192440       369603       20961.8       220300
    19970321    544671826       336895       24979.8       112700
    19970324    450930950       353296       19830.4       989000
    19970325    487241714       368605       21048.4       147200
    19970326    506297366       367379       21530.0       306800
    19970327    476628486       367874       20465.8       163100
    19970331    564214490       420560       24849.2       271900
    19970401    515483192       419429       22500.4       281000
    19970402    483035984       370565       20305.7       172900
    19970403    497460091       375552       21439.4       314900
    19970404    543848160       400869       22827.6       314900
    19970407    453383585       330210       18662.0       177400
    19970408    450271080       337771       18879.5       264200
    19970409    468084478       347009       19950.6       219200
    19970410    424513870       304574       17766.1        97600
    19970411    441460350       343120       18778.9       176500
    19970414    406133420       338773       16417.8       134900
    19970415    508717780       361866       21305.1       218900
    19970416    499010038       348034       20739.1        98600
    19970417    502318857       346376       21024.7       253500
    19970418    468835730       322741       18741.8       104400
    19970421    394240380       310597       16053.2       131600
    19970422    507300530       352965       21363.8       160400
    19970423    495023942       360430       20227.4       241200
    19970424    493417375       344680       20741.3       218500
    19970425    416177180       289397       16140.7       109700
    19970428    404247470       315363       16769.0       101800
    19970429    550909037       374694       23151.0       292600
    19970430    562564370       421724       23809.2       188200
    19970501    460240410       357630       18844.8       110000
    19970502    497038234       381484       20535.9       230500
    19970505    548430610       442819       23056.7       139700
    19970506    601808300       475656       26232.8       254800
    19970507    498983376       394994       21093.4       256000
    19970508    553511487       405236       23601.4       106800
    19970509    456025920       355219       19757.6       386200
    19970512    461065510       359897       20069.7       219400
    19970513    490786700       386123       21315.3       604900
    19970514    504577493       380061       22339.9       346500
    19970515    458933339       336869       20323.4       221300
    19970516    486677099       358811       22496.0        98700
    19970519    344964780       292479       15084.7       133900
    19970520    450597650       362718       20006.1       122000
    19970521    538027460       417758       23589.0       130800
    19970522    441122891       352091       18868.8       128100
    19970523    416947110       302352       17103.0        89700
    19970527    435760940       379102       19247.3       177800
    19970528    487060310       375407       20724.7       128900
    19970529    462355990       339097       19473.9       123400
    19970530    536930187       383389       23694.7       230700
    19970602    432973960       345711       18457.8       134100
    19970603    530799500       378436       21957.3       138400
    19970604    476494900       353602       19918.5       172200
    19970605    458749991       323559       19475.3       179400
    19970606    488607930       358940       21095.5       118900
    19970609    468210580       364991       20341.7        93300
    19970610    526553930       409548       22197.5       176200
    19970611    524434656       384160       22832.5       159300
    19970612    592818474       431768       25929.5       171200
    19970613    575065690       435528       26177.0       161200
    19970616    419089792       353543       18460.4       100500
    19970617    544914106       437311       23290.3       182700
    19970618    491833070       379413       21044.9        91300
    19970619    537055979       417475       22640.8       113200
    19970620    652945470       372133       28852.7       121100
    19970623    498157535       402214       20793.4       154800
    19970624    553842460       450059       24331.6       197800
    19970625    607774930       470005       26610.7       193500
    19970626    503686715       405671       21681.9       114600
    19970627    472369840       360554       20191.8       101400
    19970630    569045050       437146       23893.5       205100
    19970701    544271980       406012       23542.7       101000
    19970702    528098300       394819       22874.3       138800
    19970703    379164214       279934       17132.7        88600
    19970707    520214060       434268       22466.0       120900
    19970708    531335590       402273       23068.1       134200
    19970709    591994937       476010       27066.9       170800
    19970710    552330980       428221       24748.1       173000
    19970711    499879490       389567       21921.5       165800
    19970714    489495179       416902       21275.5       267700
    19970715    598972409       457428       27355.9        75700
    19970716    652848310       487147       30242.7       142400
    19970717    629087970       469868       29245.8       151200
    19970718    589596040       473910       27896.7       108600
    19970721    460807880       396441       20781.0       154900
    19970722    579843441       468207       26479.9       200200
    19970723    620267412       464606       28135.7       341300
    19970724    571137671       449788       25959.0       274000
    19970725    521028330       419504       23067.4       475900
    19970728    466806150       380421       20759.8       113900
    19970729    548734331       420273       24159.0       290600
    19970730    571071800       433266       24887.8       343400
    19970731    549720005       437146       24143.9       233400
    19970801    513386410       435216       23063.2       352200
    19970804    456249848       376983       20179.8       115400
    19970805    525628841       408859       22303.9       339600
    19970806    569061339       437884       24472.1       203600
    19970807    576439310       452211       25370.0       190800
    19970808    563250516       484380       25602.4       140800
    19970811    480794450       436434       22392.3       158100
    19970812    499445020       403450       22596.6       431500
    19970813    589550390       487648       27131.0       156800
    19970814    526532230       412550       23936.4        76600
    19970815    541336170       432914       25024.5        70000
    19970818    512935400       466314       23677.7       139400
    19970819    549923511       470674       25011.1        89800
    19970820    519498480       433099       23296.7       189100
    19970821    491085110       430811       22386.2        91500
    19970822    454466900       426519       20799.1       138800
    19970825    391958530       380216       17758.2       123800
    19970826    484363330       390168       21313.3       140400
    19970827    492408947       417933       21820.3        79700
    19970828    484185082       437033       21419.7        93900
    19970829    411610283       367134       18159.3        65300
    19970902    496056717       422394       22532.0       142900
    19970903    550632310       454951       24575.4       264000
    19970904    557213450       418170       23679.2       189800
    19970905    528371080       439099       23611.2       169400
    19970908    463963788       380509       20377.3       163000
    19970909    501869560       421481       21828.9       246600
    19970910    529981729       412028       23329.3       218200
    19970911    579344684       468023       25997.4       183500
    19970912    543737877       432473       24126.0       402400
    19970915    468792396       387023       20756.7       151600
    19970916    642067566       521382       29707.6       269300
    19970917    591438560       471033       27441.4       247900
    19970918    575877497       459491       27126.7       237900
    19970919    630855710       461405       29541.6       178000
    19970922    490612220       425537       22477.3       292700
    19970923    526505987       430129       23942.6       154700
    19970924    645707953       494976       28258.2       128800
    19970925    525185810       429312       22873.3        96300
    19970926    505250090       370755       22053.7        71100
    19970929    476946346       377063       20825.3        78900
    19970930    597687474       459439       25794.5       227200
    19971001    599982240       449534       26022.4       263400
    19971002    474550020       363493       21695.8       205400
    19971003    623118020       471679       29183.1       197100
    19971006    502526175       411104       22233.4       205500
    19971007    555666870       440641       24915.1       221800
    19971008    584926044       473112       26160.8       211300
    19971009    551591900       440317       24252.5       230600
    19971010    500417180       377913       21102.0       161700
    19971013    357502120       312253       15690.2       136000
    19971014    512176233       419759       23487.7       207000
    19971015    506588144       411964       22928.6       231100
    19971016    597334789       462552       27089.6       295200
    19971017    624854310       529276       28627.5       119100
    19971020    483717749       413630       22176.3       140100
    19971021    581023380       438079       26127.1       141500
    19971022    614164290       446172       27173.1       121900
    19971023    672505830       528311       30121.8       691000
    19971024    677240630       517273       31263.3       307100
    19971027    684570730       560131       30401.2       275300
    19971028   1201346607       956302       51936.6       945000
    19971029    776331150       597879       35024.0       508100
    19971030    711969336       530899       30672.5       227800
    19971031    637633739       473629       27442.2       412500
    19971103    572818687       439801       25594.1       365400
    19971104    541376713       436863       23838.5       210900
    19971105    581451227       456276       25641.8       287500
    19971106    525919138       411693       22933.7       275500
    19971107    569753630       487468       25367.6       210200
    19971110    477775810       406012       21426.1       207500
    19971111    437783280       338590       19122.0        79400
    19971112    588055096       466302       26144.4       167000
    19971113    653809014       497455       29194.8       140100
    19971114    635568430       448439       28431.5       127000
    19971117    584271058       471914       26055.8       189000
    19971118    527842745       414734       23164.6       178900
    19971119    552366802       425092       24031.6       194700
    19971120    609838700       458439       26977.2       381800
    19971121    610764794       462180       27399.5       201700
    19971124    518742710       463684       22270.6       121900
    19971125    587721252       458068       26127.1       170700
    19971126    487585590       365305       21187.2       162800
    19971128    188998500       167232        7961.3        72100
    19971201    596148082       482045       27203.5       368200
    19971202    581053352       464438       25764.3       429400
    19971203    634252697       473901       27881.6       222400
    19971204    636654657       469151       29242.8       380400
    19971205    563391984       450868       24995.1       195100
    19971208    493150363       413708       21420.7       292100
    19971209    543498724       447283       23786.2       564300
    19971210    605296843       468287       26443.5       266400
    19971211    631500607       484371       27171.5       273900
    19971212    578941460       431922       25273.6       294700
    19971215    605879247       463453       25629.8       175500
    19971216    638115176       455904       26451.8       184900
    19971217    619546636       455310       25561.4       356800
    19971218    618209750       457040       25874.0       195100
    19971219    792946194       565952       34955.2       244400
    19971222    534377335       440308       21781.6       176900
    19971223    516520180       391725       20625.8       360300
    19971224    265888490       219280       10757.5        88400
    19971226    154796910       152322        6228.9       102600
    19971229    446177330       366919       17631.8       231600
    19971230    503792672       410248       19950.4       402700
    19971231    471985560       399162       18848.7       360200
    19980102    366060230       341694       15994.5       392500
    19980105    629037440       512036       27594.6       429100
    19980106    625134145       483139       27382.7       316400
    19980107    675423979       515462       29457.4       370100
    19980108    651896467       483449       27074.4       293600
    19980109    745002600       570964       31843.2       353900
    19980112    703941891       595471       30250.4       504500
    19980113    647439650       498830       26552.5       411800
    19980114    606799285       480088       25558.9       325400
    19980115    572255114       435969       23698.2       470000
    19980116    668968910       486198       27773.4       338200
    19980120    643450124       498221       27832.4       448900
    19980121    625049850       515561       27498.9       495200
    19980122    645068550       478222       27857.1       520900
    19980123    635423640       488477       26018.1       341700
    19980126    555843404       443350       22860.1       378700
    19980127    686984652       508464       29335.1       207600
    19980128    710903201       498697       30468.6       357900
    19980129    754110689       538776       32098.7       352500
    19980130    613028131       464644       25072.8       350400
    19980202    730880245       556863       31765.2       316300
    19980203    706290214       509098       29901.6       247600
    19980204    701409277       518735       29288.0       334000
    19980205    703680501       528967       29537.5       296500
    19980206    569379660       442582       24377.2       274600
    19980209    542310818       437606       23630.6       225700
    19980210    647408651       487620       28779.1       216200
    19980211    598991130       449700       27046.0       300600
    19980212    611088082       502097       27407.4       326800
    19980213    535458413       417216       23619.4       827800
    19980217    605349922       474396       27339.7       155900
    19980218    608038012       476107       27287.1       223400
    19980219    588652508       476706       26581.7       287500
    19980220    593578325       477804       27235.5       271000
    19980223    558896603       479805       25312.2       232700
    19980224    593881805       502816       26660.4       229800
    19980225    610600084       460648       26940.6       262900
    19980226    646486860       476076       27828.2       205800
    19980227    573943520       485212       25640.0       221000
    19980302    592126210       495192       26544.0       359500
    19980303    611877880       489279       27278.0       294600
    19980304    643624469       477010       28446.8       423300
    19980305    647768710       494785       28176.3       338500
    19980306    664580622       482621       28884.8       626900
    19980309    624121590       479595       27520.9       259600
    19980310    635016153       482288       28108.9       289300
    19980311    654695830       478678       28609.5       321000
    19980312    594560250       457787       26940.6       199500
    19980313    596919173       459430       27377.0       268700
    19980316    548347480       455903       25269.0       220000
