    Date           Stock     Reported  Dollar Value     Warrants
 (yyyymmdd)       Volume       Trades     (mils. $)       Volume
    19920910    221416470       121301        7287.6       508100
    19920911    180325240       105203        5803.6       201200
    19920914    251269224       138239        8607.7       427600
    19920915    211584356       121153        7300.0       219000
    19920916    231200446       128099        9126.8       378900
    19920917    188979576       105657        6487.2       602800
    19920918    236931100       129146        8172.7       487800
    19920921    153698030        95522        5106.7       185600
    19920922    187346340       109887        6121.7       369700
    19920923    205054690       110840        6691.2       343500
    19920924    187718530        99350        6182.4       219800
    19920925    213462470       107136        7303.9       193900
    19920928    158623430        97392        5334.1       134800
    19920929    170418120        96675        5830.0       239900
    19920930    184099870       103368        5972.7       147800
    19921001    203104330       111542        6776.7       301700
    19921002    187107850       102973        6030.7       359600
    19921005    285820810       187959        9699.7       351800
    19921006    202259750       114089        6441.2       134200
    19921007    183365540       108832        5919.3       333900
    19921008    203311380       115896        6659.0       288200
    19921009    177595680       107217        5590.6       237700
    19921012    125595840        84119        3940.6       201600
    19921013    185280905       107839        6118.6       264000
    19921014    173495040       108012        5629.1       287600
    19921015    210703750       108146        7139.2       270500
    19921016    233641480       116362        8031.0       221400
    19921019    220668360       128573        7168.2       238600
    19921020    253046910       138563        8172.5       404300
    19921021    215859400       117885        6955.1       365900
    19921022    214672720       120987        6898.0       291200
    19921023    197253100       106475        6401.0       278000
    19921026    187316810       105820        6036.1       193700
    19921027    199800530       113269        6455.8       241200
    19921028    202331140       113056        6563.3       149700
    19921029    204616960       110352        6743.6       342400
    19921030    201768807       111436        6573.5       157900
    19921102    203101440       120020        6717.5       155800
    19921103    207916310       125584        6921.4       217600
    19921104    194137705       109731        6387.9       253500
    19921105    219568360       118997        7280.2       159300
    19921106    204598415       121004        6577.8       702200
    19921109    197306490       122859        6360.0       247900
    19921110    222958790       133708        7180.1       207400
    19921111    243481335       130670        7644.0       263400
    19921112    225687828       129989        7197.9       272200
    19921113    192493818       117220        6017.2       203000
    19921116    174855330       112683        5564.5       181000
    19921117    186878460       120403        5733.1       205600
    19921118    218115259       135400        7368.5       324600
    19921119    218441390       127720        7776.6       242800
    19921120    256866440       143796        8596.6       207800
    19921123    191882000       121021        6169.3       300600
    19921124    246774960       140909        8028.7       454200
    19921125    206918087       118457        6753.8       235800
    19921127    105730200        71423        3481.4       175700
    19921130    236698549       139793        7936.6       448300
    19921201    262686875       142856        8400.9       444700
    19921202    245118900       130143        7665.4       458500
    19921203    236830020       126564        7585.5       220600
    19921204    233752632       133965        7360.0       423400
    19921207    218698940       129588        6869.5       864300
    19921208    233479430       143149        7577.3       329500
    19921209    229357992       135194        7637.5       195500
    19921210    240356580       126591        7677.8       281700
    19921211    164372420       105271        5019.6       133100
    19921214    186875520       117303        5956.6       147200
    19921215    227560127       138035        7567.5       204500
    19921216    243527510       133433        7511.1       495700
    19921217    251480397       143663        8111.5       159100
    19921218    389035868       183797       13103.9       260200
    19921221    225899410       136604        7200.5       323600
    19921222    250029380       145124        8009.2       398000
    19921223    233894912       144081        7762.4       248900
    19921224     95139560        67034        2998.2        95600
    19921228    143754335        94969        4506.0       210400
    19921229    227381410       134757        7444.1       174100
    19921230    182904220       127332        5690.9      1006600
    19921231    166601521       120129        4982.2       955100
    19930104    200708580       132596        6712.9       495700
    19930105    240844460       134088        7860.5       449100
    19930106    294763661       148158       10269.1       450200
    19930107    304246370       160418       10580.8       535200
    19930108    263189939       152932        9183.2       180400
    19930111    217683820       139541        7441.4       148100
    19930112    239199350       164013        8105.4       100000
    19930113    244900264       176791        8418.2       326600
    19930114    303466740       188827       10647.9       841100
    19930115    309253683       228144       10929.9       373900
    19930118    203740680       154473        6843.9       198500
    19930119    289087355       195280        9902.6       229100
    19930120    268376640       190215        8708.3       253000
    19930121    257492793       183009        8558.3        90300
    19930122    292729230       208899        9410.5       249900
    19930125    288045830       206695        9384.8       587800
    19930126    313269460       220148       10646.3       780100
    19930127    276905675       202417        8917.7       527400
    19930128    256637083       186677        8529.5       315000
    19930129    246942100       175472        8403.8       182700
    19930201    238170290       176195        7819.5       136900
    19930202    271359230       195482        8923.9       168100
    19930203    345131125       235890       12078.8       237300
    19930204    350568808       229277       12216.3       508900
    19930205    324257560       233076       11215.2       381400
    19930208    243037232       197954        8436.0       328800
    19930209    239931337       183185        8161.9       359500
    19930210    251456965       186633        8449.0       279800
    19930211    256528009       192072        8953.0       447900
    19930212    216431023       160760        7468.2       168500
    19930216    332289260       260956       11670.4       423700
    19930217    301395678       224682       10634.3       317300
    19930218    310139430       228836       10746.5       655900
    19930219    310165240       204888       10723.8       342700
    19930222    328919960       229978       11585.4       155300
    19930223    328486430       239111       11434.9       287300
    19930224    316151910       208705       11251.4       185800
    19930225    259378802       176296        9237.7       115000
    19930226    242087290       173854        8557.7       129800
    19930301    235934080       174811        7973.7       293100
    19930302    274722554       193567        9332.5       375300
    19930303    276313747       195922        9477.3       244500
    19930304    233469030       177438        8253.0       519300
    19930305    253076010       192436        8787.4       254400
    19930308    277481380       224409        9879.9       287900
    19930309    290021600       207699        9746.3       516600
    19930310    255152490       198116        8901.2       374200
    19930311    256501398       182720        8821.3       375400
    19930312    255037745       187481        8805.0       373900
    19930315    195776732       147373        6394.3       144600
    19930316    218604570       160843        7213.6       199700
    19930317    240988000       171508        8035.1       222300
    19930318    240945482       172610        8200.7       213000
    19930319    339496940       228277       12651.6       125800
    19930322    232943290       181009        7791.5       152000
    19930323    232354816       168399        7883.8       214700
    19930324    274643710       208455        9685.0       174900
    19930325    251322980       192533        8568.5       141200
    19930326    226451668       160917        7686.8        95000
    19930329    201147376       164414        6909.0       137100
    19930330    230733440       159958        7573.0       334100
    19930331    278817070       200252        9408.1       290000
    19930401    234141685       166372        7841.2       169100
    19930402    324964554       222198       10876.3       258200
    19930405    295927474       193234       10263.4       139300
    19930406    293548150       212969       10114.2       124600
    19930407    299779810       201747       10407.6       191800
    19930408    284480400       202946        9420.1       144700
    19930412    260549180       198713        8784.9       124800
    19930413    286565108       203509        9861.9       123600
    19930414    257074305       183779        8385.7       258200
    19930415    259398280       183911        8790.2        77200
    19930416    304269800       211594       10746.8       128200
    19930419    244254300       182392        8421.0       114300
    19930420    317336540       204208       10788.1       177500
    19930421    286528770       189613       10077.2       378800
    19930422    309411220       202127       11022.8       382900
    19930423    258777990       181646        8688.1       212600
    19930426    281999630       181320        9297.5       338200
    19930427    281646380       187996        9812.5       425100
    19930428    264033820       177317        9061.7       184000
    19930429    248029167       166341        8247.8       208000
    19930430    245902713       172404        8237.6       215700
    19930503    224092300       165787        7404.9       282000
    19930504    267133054       187274        8914.5       167600
    19930505    273055646       181399       10384.9       207800
    19930506    254350902       176428        8659.0       116000
    19930507    222452810       156305        7417.7       267700
    19930510    235331510       181249        8489.6       245400
    19930511    221425863       168736        7217.9       135100
    19930512    255356673       185545        8096.4       301800
    19930513    293666543       205511        9966.6       236600
    19930514    252088814       158024       10314.1       213200
    19930517    226719850       158930        8200.9       263600
    19930518    263700328       199145        9149.4       253700
    19930519    341808513       243421       11799.0       238700
    19930520    288528900       200636        9764.5       379400
    19930521    278599467       210229        9645.7       265600
    19930524    197493930       164497        6694.9       236900
    19930525    222182380       161895        7396.7       122500
    19930526    277748073       181338        9685.0       176400
    19930527    299520478       183190        9869.4       178100
    19930528    206717890       160665        6420.1       122500
    19930601    229701840       165631        7281.1       203400
    19930602    293141610       167146        8750.2       342900
    19930603    284597512       188854        8970.0       117100
    19930604    224329000       160250        7363.1       430200
    19930607    235601530       182191        7587.8       216500
    19930608    238838637       182361        7943.6       253500
    19930609    246493420       187164        8325.0       205600
    19930610    231154600       165464        7741.1       359400
    19930611    255999094       179981        8415.5       251100
    19930614    214912749       156778        7123.6       232000
    19930615    232330877       168930        7418.6       152100
    19930616    266198250       185198        8309.2        85700
    19930617    238908490       169449        7912.2        72100
    19930618    299558216       214962       10567.7       109900
    19930621    222419657       174631        7529.0       285600
    19930622    259367874       181719        8349.8       148800
    19930623    277849061       194530        8968.6       301700
    19930624    267202305       178672        8474.2       180800
    19930625    210206031       147841        6683.2       195200
    19930628    241868810       173573        7913.2       158100
    19930629    276094340       179672        8747.8       175900
    19930630    284231760       183384        8943.3       406100
    19930701    291707478       180250        9275.3       288400
    19930702    220492984       153820        7059.4       213500
    19930706    234568208       176432        7479.9       172100
    19930707    252799343       171356        8116.2       279700
    19930708    283751723       189276        9668.3       269900
    19930709    234662593       154397        7569.7       352100
    19930712    202433730       150048        6482.1       287000
    19930713    236667140       175921        7819.9       293700
    19930714    296870418       185076        9682.7       336600
    19930715    277123708       174174        9403.5       305800
    19930716    262538770       186942        8978.4       416800
    19930719    215499030       172690        7343.3       253200
    19930720    276583870       184819        9478.6       271300
    19930721    277703452       172010        9380.0       261300
    19930722    248798123       174235        8114.4       251700
    19930723    221332098       166130        7388.4       160700
    19930726    222945913       154717        7223.5       158200
    19930727    255697802       169713        8312.5       287700
    19930728    271950692       178817        8673.1       155900
    19930729    265501960       184180        8797.3       427800
    19930730    253529000       172761        8205.6       240200
    19930802    237435660       160423        7756.3       232100
    19930803    252455550       175983        8234.0       226800
    19930804    229530380       163674        7592.7       155500
    19930805    260283044       163273        8517.0       459000
    19930806    220123320       153695        7261.7       461100
    19930809    231245770       173582        7834.7       273700
    19930810    254060440       171906        7829.1       396600
    19930811    267084530       176014        8449.4       200500
    19930812    277328620       192994        9128.2       270800
    19930813    214186719       153438        7034.6       176200
    19930816    233399135       170215        7943.9       239300
    19930817    261000220       189602        9024.1       316000
    19930818    312261278       215486       10742.2       681400
    19930819    292906583       196532       10015.4       411500
    19930820    275899771       188528        9798.2       214700
    19930823    211587010       158548        7323.4       209600
    19930824    270388922       202353        9461.3       230400
    19930825    301046530       206172       11055.7       267500
    19930826    252821880       180417        9008.9       423900
    19930827    195607286       154515        6634.1       378200
    19930830    193191599       153115        6616.0       255100
    19930831    251876420       175093        8681.8       560200
    19930901    245938675       178782        8394.1       167200
    19930902    257909793       176583        8695.6       289400
    19930903    196360410       150952        6693.2       157600
    19930907    227649030       171991        7637.6       403200
    19930908    280546023       206479        9522.9       246000
    19930909    255147669       173429        9755.2       324500
    19930910    266656392       183155       10817.3       686200
    19930913    241754840       169186        9189.1       590400
    19930914    254468100       176256        9560.0       369700
    19930915    294579528       216287       10675.9       367500
    19930916    224853410       154799        8268.8       594700
    19930917    379483473       227237       14388.1       354000
    19930920    228989571       172311        7778.4       280000
    19930921    298350908       204685       10597.9      1082600
    19930922    288467738       196228       10161.3       224600
    19930923    274627330       183677        9565.1       206800
    19930924    248001250       159903        8720.9       229400
    19930927    244667732       174992        8629.0       237200
    19930928    242718850       169941        8467.1       350500
    19930929    277380940       183503        9422.1       304300
    19930930    293542100       182373        9901.8       301600
    19931001    259815870       164908        8942.5       391300
    19931004    228768458       163936        7754.4       534800
    19931005    293086015       206213       10198.8      1285300
    19931006    284708050       192420        9551.5      2087100
    19931007    253815540       161045        8092.7       913500
    19931008    242598880       175177        8166.6       792600
    19931011    182212077       133417        6024.5       583700
    19931012    263118980       172835        8977.1       485900
    19931013    289997930       186725        9806.3       340600
    19931014    351505855       217459       12438.6       308500
    19931015    365032155       223263       13152.4       340600
    19931018    328282570       211345       11516.6       686900
    19931019    302895041       210298       10837.9       439900
    19931020    306066920       197988       10445.3       453600
    19931021    288792376       192862       10042.0       285400
    19931022    301496115       193470       10316.5       399100
    19931025    260058190       171109        8865.7       235000
    19931026    284047750       182698        9607.6       349800
    19931027    279347721       179909        9534.0       306800
    19931028    300783610       199261       10695.5       218900
    19931029    269993080       176746        9192.6       412700
    19931101    255278975       175919        8636.2       526400
    19931102    303758610       204549       10532.3       798800
    19931103    341592780       236838       12323.7       420000
    19931104    322869175       217360       11354.7       303000
    19931105    336425370       230929       11775.7       330000
    19931108    231859760       169472        7858.3       157200
    19931109    275625760       187110        9522.0       241500
    19931110    282622720       185648        9900.4       503200
    19931111    286325230       183969       10062.9       623300
    19931112    324858970       188825       11461.0       996900
    19931115    250130143       177287        8804.5       420300
    19931116    302544296       197256       11273.4       682400
    19931117    317873114       223945       11688.5       766200
    19931118    312352698       199343       11502.8       462400
    19931119    301245481       206836       10683.5       715300
    19931122    279533870       199107       10506.1       347200
    19931123    260934492       176984        9218.4       628700
    19931124    229879885       147827        8206.7       709300
    19931126     89850510        70408        3190.3       326000
    19931129    272058045       180558        9572.6       550900
    19931130    288952000       187077        9564.2      1212200
    19931201    293334880       190992        9880.5       474200
    19931202    254774402       167714        8480.0      1559700
    19931203    267490540       176213        8823.0       876200
    19931206    291469440       186854        9490.1       555100
    19931207    284943087       181548        9267.6       516300
    19931208    312618760       179353       11094.7      1620700
    19931209    286995330       181418       10024.0       383900
    19931210    245125780       169581        8228.1       243700
    19931213    255880778       183990        8439.0       484100
    19931214    274351420       189870        9154.2       279500
    19931215    330782026       201765       11049.9       361400
    19931216    283758740       193683        9421.8       621500
    19931217    362998135       251983       12672.9       417000
    19931220    255404762       191970        8422.5       243700
    19931221    272734663       190134        9236.0       263800
    19931222    271936483       195329        9090.3       289000
    19931223    226795080       161847        7575.2       296700
    19931227    170863360       135208        5659.1        99400
    19931228    202757902       158369        6538.6       346800
    19931229    269065170       170358        9247.6       318200
    19931230    193271630       164397        6243.2       304400
    19931231    171053546       150156        5364.7       327900
    19940103    278724543       195023        9451.0       260900
    19940104    326214430       217436       11093.1       313800
    19940105    399685545       229603       13978.4       340500
    19940106    367443920       230288       12617.1       435600
    19940107    324058729       198888       10989.1       862600
    19940110    319191820       231272       11328.2       293800
    19940111    305242570       210439       10532.6       243200
    19940112    310238990       208642       10779.0       453700
    19940113    277586840       201069        9352.0       384200
    19940114    304670220       207108       10344.5       242300
    19940117    233727020       172501        7944.8       252600
    19940118    309091159       208615       10943.5       635800
    19940119    310865800       218038       10958.8       504200
    19940120    309701870       204693       10892.6       745200
    19940121    346029690       228135       12621.8       196400
    19940124    297579071       223555       10412.4       406500
    19940125    325655640       206759       11449.7       465300
    19940126    304291940       199138       10655.9       366900
    19940127    346069539       221811       12112.4       427400
    19940128    311957510       214757       11059.3      1183900
    19940131    321367630       227289       11599.0      1499100
    19940201    321578140       224785       11428.4       929000
    19940202    327712710       209607       11436.4      1246000
    19940203    317638660       216292       11164.0       708800
    19940204    377439604       255394       13090.4       943000
    19940207    347565432       257978       12423.5       699700
    19940208    317842330       207750       11078.8       333600
    19940209    332177450       214539       11380.1       478000
    19940210    323214950       210444       11509.3      4031400
    19940211    213088370       154785        7769.7       651400
    19940214    262594070       195333        9269.1       599500
    19940215    306055090       208678       10917.6       623800
    19940216    294875560       202019       10476.2       560900
    19940217    339606720       231955       12134.0       406900
    19940218    289332231       218191       10642.9       405700
    19940222    269547010       191106        9843.9      1130300
    19940223    309432160       201347       11469.2       252000
    19940224    342057680       239010       12239.5       576400
    19940225    273126554       181878        9873.1       368400
    19940228    266670380       189062        9164.2       535800
    19940301    303742879       221393       10882.3       428200
    19940302    359331240       247479       13021.6       810600
    19940303    287858183       202419       10363.4      2524300
    19940304    310578890       193467       10811.1       955700
    19940307    284557690       193180        9916.6       524700
    19940308    296824050       202634       10392.3       405500
    19940309    308603170       201414       10595.4       556500
    19940310    368252644       199535       12464.3       424700
    19940311    301983400       189575       10323.0       550900
    19940314    258432240       179365        8970.1       371000
    19940315    327568598       210626       11608.2       693500
    19940316    306296600       214799       10924.7       467500
    19940317    303385650       210237       10645.1       502200
    19940318    461935607       254086       17504.6       193400
    19940321    246465820       189879        8687.9       217100
    19940322    282641100       204261       10065.5       166800
    19940323    284221583       192097        9711.9       376300
    19940324    303436110       220638       10824.0       319000
    19940325    249346420       181434        8848.4       331500
    19940328    286873980       203869       10114.3       485000
    19940329    300959803       214825       10516.2       673200
    19940330    390177203       279694       13981.7       347800
    19940331    398809250       306452       13476.1       492200
    19940404    343531112       267485       12128.8       860800
    19940405    366066063       266248       12529.3       665800
    19940406    301525200       219477       10392.5       417000
    19940407    289064510       199275        9880.6       192000
    19940408    263807944       195875        9244.2       148800
    19940411    242838460       175995        8378.0       297200
    19940412    257554652       182802        9148.6       267800
    19940413    278805539       193828        9857.4       517000
    19940414    281185698       178314        9778.8       295400
    19940415    308865654       208517       10763.3       212500
    19940418    270975330       210205        9416.2       278200
    19940419    323290650       214999       11151.3       309100
    19940420    365972550       225808       12898.6       262900
    19940421    378048320       221627       12995.9       370300
    19940422    294884480       190700        9819.1       435400
    19940425    262978832       172512        8763.6       171200
    19940426    286468190       188627        9179.3       412800
    19940428    322838960       228824       10586.5       655800
    19940429    293135640       176918        9275.7       733000
    19940502    296386732       202460        9746.3       590300
    19940503    287786690       204711        9432.0       288600
    19940504    267347330       188401        8712.1       408600
    19940505    255286290       173056        8398.8       208700
    19940506    291194530       203279        9562.8       400800
    19940509    250265660       176335        8140.3       277400
    19940510    295154279       193269        9751.1       265500
    19940511    276528500       185161        8988.9       220100
    19940512    272248660       171172        8629.0       351300
    19940513    251866090       162777        8309.1       209800
    19940516    234393630       157040        7500.0       304800
    19940517    311332670       199212       10243.4       347400
    19940518    337305640       212160       11498.0       366800
    19940519    307105464       202336       10407.8       243700
    19940520    293282029       202606       10438.4       242200
    19940523    249236280       186578        8831.6       181200
    19940524    279528880       187001        9781.1       487700
    19940525    253826848       182563        8652.7       593200
    19940526    255399208       176160        8580.0       652600
    19940527    185500410       135117        6189.2       928600
    19940531    215569900       156352        7132.4       226000
    19940601    278145210       180434        9233.8       324500
    19940602    271115171       175814        8833.8       390900
    19940603    269908560       174367        9112.2       217200
    19940606    257919780       180204        8427.5       247700
    19940607    231851490       167379        7761.0       401800
    19940608    255366810       170582        8180.9       283100
    19940609    250880240       162144        8060.7       746000
    19940610    221109330       152892        7049.2       292200
    19940613    241187660       153146        7646.0       372700
    19940614    286054790       183784        9585.0       332600
    19940615    268290093       189880        8993.6       425700
    19940616    255733420       173612        8201.5       386600
    19940617    386041970       225131       13717.2       341600
    19940620    228024465       167178        7557.0       688700
    19940621    297717226       197021        9853.8       734500
    19940622    250233700       165412        7833.2       605200
    19940623    255606470       170086        8298.8       274400
    19940624    260179990       188932        8519.1       349000
    19940627    249461930       175586        8240.8       237900
    19940628    266514320       180051        9176.8       144300
    19940629    263738450       169554        8378.6       286000
    19940630    291860120       196421        9518.1       230200
    19940701    198427782       148716        6600.5       148700
    19940705    194180640       137711        6325.1       119100
    19940706    235375909       156650        7420.3       223500
    19940707    259315701       159060        8195.4       230500
    19940708    236249621       162554        7585.0       168100
    19940711    222411235       168129        7305.0       347000
    19940712    251851290       172982        8302.4       154800
    19940713    265422352       168827        8681.8       699700
    19940714    330860658       193848       10695.3      1145300
    19940715    275371969       171400        9447.9       230700
    19940718    226914040       156215        7494.3       196800
    19940719    250660180       166458        8139.1       426500
    19940720    267086953       171275        8713.8       564400
    19940721    289827510       173249        9360.8       415300
    19940722    261222570       159537        8441.4       376400
    19940725    213295046       140123        6861.6       172700
    19940726    230914430       148451        7430.6       210300
    19940727    251509840       156541        8152.4       237100
    19940728    246198916       150781        7881.5       247700
    19940729    270036820       174616        8849.9       321800
    19940801    258787350       158428        8095.2       517500
    19940802    294354974       186387        9831.0      1001200
    19940803    281791060       177804        9591.6       407800
    19940804    293481896       173653        9482.9       291200
    19940805    229342930       148810        7565.4       271900
    19940808    214620480       148224        6803.1       334400
    19940809    257584880       167042        8418.1       330100
    19940810    278161830       174906        9022.3       418300
    19940811    273224130       188464        9004.9       222700
    19940812    248980620       164179        8234.0       298700
    19940815    223316063       160903        7351.3       255600
    19940816    303985990       208857       10715.5       481500
    19940817    312527350       207848       10937.3       313400
    19940818    293547371       193222       10030.2       127500
    19940819    279391174       187177        9652.5       258500
    19940822    235300630       165588        7837.5       579700
    19940823    306890963       191987       10092.0       549100
    19940824    310242270       197438       10340.0       275700
    19940825    283983300       190451        9808.4       253600
    19940826    305166266       205887       10613.8       434700
    19940829    265675696       192408        9061.5       891700
    19940830    294205870       192590        9580.2       343800
    19940831    354299390       217007       11765.7       345400
    19940901    282685470       183598        9256.9       294100
    19940902    215896780       158915        6819.4       255700
    19940906    199602533       147741        6398.8       262200
    19940907    291486790       187320        9285.6       561500
    19940908    295466004       184231        9362.8       553800
    19940909    293896963       204175        9435.3       427200
    19940912    244205940       160432        7293.7       477300
    19940913    295210332       182989        9445.6       475300
    19940914    298082333       175267        9155.8       450300
    19940915    280679820       175532        9498.7       481700
    19940916    410191910       242333       14878.8       586100
    19940919    276644108       188829        9606.3       468000
    19940920    325633100       215238       11012.5       417400
    19940921    354772200       239122       12413.1       447800
    19940922    302487930       198710       10151.1       499300
    19940923    299512280       191826        9983.4       646800
    19940926    272226360       170656        9311.8       305600
    19940927    289578790       188174        9642.1       774100
    19940928    329202070       190999       10671.8      1106900
    19940929    304459899       185193        9735.5       922800
    19940930    295535970       194471        9604.9       240500
    19941003    278212705       185689        9097.7       218300
    19941004    335942931       215376       11141.5       178300
    19941005    360108828       236529       11806.9       220660
    19941006    271242340       166686        8518.0       191400
    19941007    285431054       178796        9589.8       149000
    19941010    213118908       142817        7026.7        92200
    19941011    355393910       223284       11771.2       150800
    19941012    269399250       177419        8784.5       145100
    19941013    337774530       206118       11201.3       136000
    19941014    252621804       181300        8361.4       111600
    19941017    238325680       167882        7638.7       169100
    19941018    259446190       178295        8369.4       297900
    19941019    318900640       213477       10733.7       437000
    19941020    331098472       215677       11463.7       363400
    19941021    314870648       193671       11003.5       435700
    19941024    287512920       189255        9343.3       127000
    19941025    325935220       208685       11084.9       182200
    19941026    322391950       196383       10527.0       174200
    19941027    327630796       189605       10936.5       168600
    19941028    381191140       246934       12956.1       386000
    19941031    302722850       201195        9835.9        96600
    19941101    314787450       199840       10495.2       162700
    19941102    333038700       220229       11385.5       201300
    19941103    285007330       182611        9317.7       164100
    19941104    282145330       209376        9427.6       128800
    19941107    256055000       175009        8460.0       147400
    19941108    288837430       194898        9579.6       300100
    19941109    337655500       220361       11335.1       235800
    19941110    281884270       199039        9379.6       213500
    19941111    218284130       156690        7049.6       269700
    19941114    260486720       171061        8106.2       189600
    19941115    339745660       217339       10959.9       144200
    19941116    296729450       192037        9222.1       249800
    19941117    322976540       210793       10689.3       207500
    19941118    362509409       219586       12028.7       173900
    19941121    292741770       197546        9065.7       149700
    19941122    384846195       254050       12268.1       300600
    19941123    430453460       286853       13924.8       244700
    19941125    113810980        87478        3459.6        65300
    19941128    264806430       183279        8056.1       197600
    19941129    286161600       198566        8753.3       165700
    19941130    300063562       207689        9550.8       163900
    19941201    287629080       204760        9155.8       151600
    19941202    282857810       188508        8635.3        85700
    19941205    257526360       181012        7759.0       104800
    19941206    297765180       197466        8943.6        60300
    19941207    284387261       190738        8699.8       115300
    19941208    361361036       219722       10714.3       147500
    19941209    335649699       221385       10253.7       117100
    19941212    285313560       207080        8580.0       190300
    19941213    306159765       207730        9045.5       169700
    19941214    354789946       228640       10798.2       133900
    19941215    335622205       222546       10072.4       154100
    19941216    482754118       261020       15998.9       140600
    19941219    271721090       189397        8245.3        79000
    19941220    326611040       218849        9850.9       225200
    19941221    377965980       257818       11552.4       136100
    19941222    340138130       238583       10264.0       169900
    19941223    196135180       150473        5846.1       154700
    19941227    211006060       166014        6269.9       160900
    19941228    242905070       187401        6935.0       256000
    19941229    250883230       192360        7047.9       460900
    19941230    256909840       215933        6819.5       298300
    19950103    262254697       178244        8196.2       221900
    19950104    318511600       199364        9651.2       395500
    19950105    307877420       188094        9262.5       237700
    19950106    305914050       196677        9711.3       437200
    19950109    278051741       188770        8624.0       157400
    19950110    349990560       225918       10841.7       224900
    19950111    342830570       221677       10423.1       205500
    19950112    310724210       197729        9584.8       240800
    19950113    334886687       216796       10546.6       211700
    19950116    314932370       200708       10011.6       199300
    19950117    332409715       213658       10403.9       402000
    19950118    340966445       203887       10295.3       429600
    19950119    311142908       188350       10044.7       241400
    19950120    377034124       225570       12162.7       300800
    19950123    324578890       217420       10450.4       204100
    19950124    313672360       196591        9875.1       351000
    19950125    340424040       207664       10661.6       489300
    19950126    302460120       185169        9403.0       185400
    19950127    339199560       203803       11182.2       292800
    19950130    318310610       191051       10245.1       246400
    19950131    409311850       222204       12386.1       250500
    19950201    394965240       223961       12458.6       351000
    19950202    321427860       195272        9934.2       687400
    19950203    440365700       244203       14319.7       638300
    19950206    325226420       213369       10614.9       434700
    19950207    314908775       197599       10042.0       278500
    19950208    319797208       208396       10326.0       440800
    19950209    325320210       203332       10532.0       261300
    19950210    296395008       194576        9687.8       837500
    19950213    254221405       184446        8088.6       720900
    19950214    300219180       194311        9642.6       906500
    19950215    378410430       239726       12286.2       376200
    19950216    361817334       227322       11102.6       414200
    19950217    354357095       216428       13291.2       248800
    19950221    308641900       212574        9877.7       406200
    19950222    338829790       223462       10845.5       637100
    19950223    394186799       243200       13092.6       484400
    19950224    302647157       210072        9674.2       743500
    19950227    285528650       190938        8893.8       231900
    19950228    317117572       198288        9698.7       461300
    19950301    361744210       211610       11112.6       711700
    19950302    329635460       194158       10432.6       389400
    19950303    330572520       197345       10285.4       209800
    19950306    299581396       201540        9709.5       178700
    19950307    355339950       237432       11262.0       158600
    19950308    349537710       203758       10917.5       207900
    19950309    319744826       197834        9859.5       133800
    19950310    382604070       236030       12078.4       128400
    19950313    274854406       196466        9148.8       212700
    19950314    345571480       218498       11398.9       256000
    19950315    336896740       199168       11598.4       154100
    19950316    339504728       208672       11207.1       258200
    19950317    416596728       239099       14732.0       221500
    19950320    301044940       195227        9923.1       224900
    19950321    366739140       244871       11909.8       242400
    19950322    312371750       205450       10190.7       157800
    19950323    320744360       209246       10550.4       351500
    19950324    368737860       242669       11943.1       392800
    19950327    296127390       202847        9733.2       140200
    19950328    319804520       202501       10496.7       545700
    19950329    385691820       255408       13642.1       195900
    19950330    362677310       230208       12548.8       278100
    19950331    352937270       241992       11928.1       152200
    19950403    294343196       180616        9716.8        90900
    19950404    330251640       210279       10873.6       330200
    19950405    317083763       204804       10431.1       479500
    19950406    319428800       200505       10377.8      1040700
    19950407    314255890       206308       10629.6       510100
    19950410    260694830       181210        8572.8       293600
    19950411    310235616       205061       10448.0       426500
    19950412    327689720       203206       11029.9       202200
    19950413    300903390       200864        9776.3       665900
    19950417    334449310       237197       11441.9       852400
    19950418    344643600       215241       11742.5       598500
    19950419    377569510       231059       12898.2       479100
    19950420    365370200       231674       12455.1       346700
    19950421    405552995       239084       14592.3       689200
    19950424    325900390       216990       11355.8       518600
    19950425    351858730       223447       11911.5       396000
    19950426    352040925       218018       11928.7       624600
    19950427    351812747       220969       11586.4       500800
    19950428    322569060       212513       10955.1       387800
    19950501    296497010       198218       10497.6       328800
    19950502    302080230       207183       10380.6       483100
    19950503    392247421       237430       13739.0       642300
    19950504    435006370       283701       15166.8      1042100
    19950505    341741770       229429       12029.3       646200
    19950508    291106000       217299       10041.2       723600
    19950509    364566337       249570       12463.9       849900
    19950510    381909169       232880       13277.8       565000
    19950511    340688276       227971       11776.9       680500
    19950512    357909310       232163       12602.7       361900
    19950515    314364283       222080       11337.1       452200
    19950516    365648360       246755       12686.6       592300
    19950517    348775138       228823       12146.8       621400
    19950518    350738345       230430       13375.7      1189700
    19950519    355955823       238165       13358.7       475900
    19950522    285865762       200277       10309.6       397700
    19950523    361015020       241539       12809.0      1666000
    19950524    393214810       262305       14248.0       641300
    19950525    342753360       225246       11932.0       708800
    19950526    290949839       199547        9985.9       273000
    19950530    280677600       195948        9476.4       314600
    19950531    365252560       249515       12789.2       964000
    19950601    344993870       249131       12057.8       534700
    19950602    365155460       247648       12927.2       693400
    19950605    336798200       228718       11973.8      1069600
    19950606    339149420       216310       11830.1       775200
    19950607    326201470       216297       11087.7       905800
    19950608    289291713       199573        9803.1       681100
    19950609    325533690       216113       11478.5       585800
    19950612    287394430       205354        9916.8       613900
