        DATE            STOCK
        VOLUME

        19860212        136446180
        19860213        136485880
        19860214        155595850
        19860218        160202300
        19860219        152032950
        19860220        139739480
        19860221        177570950
        19860224        144669900
        19860225        147991470
        19860226        158016070
        19860227        181755920
        19860228        191701368
        19860303        142691070
        19860304        174519140
        19860305        154558230
        19860306        158986950
        19860307        163284770
        19860310        129930610
        19860311        187300900
        19860312        210248820
        19860313        171485620
        19860314        181868190
        19860317        137461340
        19860318        148013500
        19860319        150019240
        19860320        147963680
        19860321        199729840
        19860324        143805560
        19860325        139249920
        19860326        161455950
        19860327        178094730
        19860331        134432740
        19860401        167398830
        19860402        145293690
        19860403        148238630
        19860404        147271200
        19860407        129768820
        19860408        146288014
        19860409        156246490
        19860410        184761990
        19860411        139437320
        19860414        106728410
        19860415        123652630
        19860416        173860590
        19860417        161402850
        19860418        153618220
        19860421        136122200
        19860422        161513460
        19860423        149710150
        19860424        146445600
        19860425        142311990
        19860428        123570380
        19860429        148771530
        19860430        147460260
        19860501        146488950
        19860502        126269010
        19860505        102439720
        19860506        121184700
        19860507        129907530
        19860508        136031190
        19860509        137397800
        19860512        125360910
        19860513        119154933
        19860514        132133440
        19860515        131576530
        19860516        113522040
        19860519         85832960
        19860520        112986220
        19860521        117101220
        19860522        144927370
        19860523        130164280
        19860527        121165680
        19860528        159593381
        19860529        135672870
        19860530        151199073
        19860602        120606010
        19860603        114710730
        19860604        116961890
        19860605        110988760
        19860606        110914480
        19860609        123336180
        19860610        125030930
        19860611        127352001
        19860612        109083390
        19860613        141207400
        19860616        112123280
        19860617        123087560
        19860618        117079380
        19860619        128982890
        19860620        148504490
        19860623        123768940
        19860624        140632570
        19860625        161790280
        19860626        134069280
        19860627        123808170
        19860630        135134030
        19860701        147665810
        19860702        150025500
        19860703        108177780
        19860707        138244670
        19860708        174058210
        19860709        142862940
        19860710        146124765
        19860711        124472320
        19860714        123164830
        19860715        184159416
        19860716        160820920
        19860717        132395840
        19860718        149676040
        19860721        106283170
        19860722        138478011
        19860723        133287180
        19860724        134721740
        19860725        131957980
        19860728        127986930
        19860729        115690480
        19860730        146696020
        19860731        112639660
        19860801        114920220
        19860804        129990700
        19860805        153107040
        19860806        127533490
        19860807        122435800
        19860808        106212680
        19860811        125624670
        19860812        131675120
        19860813        156450980
        19860814        123778060
        19860815        123514010
        19860818        112850550
        19860819        109326200
        19860820        156638190
        19860821        135179010
        19860822        118137230
        19860825        104350970
        19860826        156653100
        19860827        143267059
        19860828        125082630
        19860829        125261000
        19860902        135518970
        19860903        154328980
        19860904        189424400
        19860905        180624850
        19860908        154306400
        19860909        137522360
        19860910        140309280
        19860911        237576740
        19860912        240494400
        19860915        155610810
        19860916        131168040
        19860917        141045230
        19860918        132243230
        19860919        153984230
        19860922        126064490
        19860923        132561380
        19860924        134603050
        19860925        134308710
        19860926        115265202
        19860929        115574200
        19860930        124919620
        19861001        143545000
        19861002        128052750
        19861003        128089690
        19861006         88278580
        19861007        125125250
        19861008        141679700
        19861009        153397480
        19861010        105054490
        19861013         54990450
        19861014        116764120
        19861015        144310040
        19861016        156960740
        19861017        124121490
        19861020        109015120
        19861021        109995020
        19861022        113983520
        19861023        150948540
        19861024        137490330
        19861027        133244520
        19861028        145873660
        19861029        164438520
        19861030        193992310
        19861031        147218460
        19861103        138203070
        19861104        163236010
        19861105        183178860
        19861106        165293980
        19861107        142301826
        19861110        120234220
        19861111        118522490
        19861112        162235840
        19861113        163945860
        19861114        172070690
        19861117        133247200
        19861118        185242440
        19861119        183324850
        19861120        158123260
        19861121        200658450
        19861124        150824100
        19861125        154568440
        19861126        152000870
        19861128         93532730
        19861201        133751440
        19861202        230428990
        19861203        200155470
        19861204        156912800
        19861205        139833600
        19861208        158984560
        19861209        128694500
        19861210        139682251
        19861211        135993115
        19861212        126616450
        19861215        148221521
        19861216        157048010
        19861217        148841450
        19861218        155415071
        19861219        244292950
        19861222        157640852
        19861223        189071100
        19861224         95411160
        19861226         48864585
        19861229         99804180
        19861230        126169496
        19861231        139176520
        19870102         91900519
        19870105        181845000
        19870106        189284211
        19870107        190875530
        19870108        194530150
        19870109        193037480
        19870112        184230290
        19870113        170950200
        19870114        214257780
        19870115        253133400
        19870116        218160830
        19870119        162828800
        19870120        224808398
        19870121        184231510
        19870122        188682200
        19870123        302469040
        19870126        138797560
        19870127        192445350
        19870128        195691580
        19870129        205275380
        19870130        163366410
        19870202        177256290
        19870203        198052770
        19870204        222441160
        19870205        256697620
        19870206        184107200
        19870209        143319030
        19870210        168291200
        19870211        172329280
        19870212        100348450
        19870213        185402800
        19870217        187763750
        19870218        218211580
        19870219        181537620
        19870220        175796100
        19870223        170472160
        19870224        151285670
        19870225        184147120
        19870226        165829270
        19870227        142790660
        19870302        156661750
        19870303        149255270
        19870304        198429060
        19870305        205439970
        19870306        181608130
        19870309        165425580
        19870310        174758750
        19870311        186870870
        19870312        174485570
        19870313        150920560
        19870316        134929080
        19870317        177314550
        19870318        198134270
        19870319        166153460
        19870320        234145750
        19870323        189077180
        19870324        189858900
        19870325        171338240
        19870326        196054490
        19870327        184417480
        19870330        208438260
        19870331        171795350
        19870401        182887480
        19870402        182955480
        19870403        213403220
        19870406        173723790
        19870407        186434450
        19870408        179869200
        19870409        180077950
        19870410        169608810
        19870413        181068620
        19870414        266468010
        19870415        198200750
        19870416        189570800
        19870420        139074470
        19870421        190168100
        19870422        185963720
        19870423        172942900
        19870424        177951610
        19870427        222712620
        19870428        180082800
        19870429        173596480
        19870430        183063330
        19870501        160107440
        19870504        140516200
        19870505        192299580
        19870506        196577220
        19870507        215314820
        19870508        161909490
        19870511        203760850
        19870512        155305190
        19870513        170968950
        19870514        152037510
        19870515        180835240
        19870518        174235350
        19870519        175365290
        19870520        206901490
        19870521        164824850
        19870522        135834000
        19870526        152473600
        19870527        171438130
        19870528        153774610
        19870529        153492980
        19870601        148913810
        19870602        153377120
        19870603        164178970
        19870604        140292100
        19870605        129115930
        19870608        136369910
        19870609        164215980
        19870610        197450970
        19870611        138848580
        19870612        175071450
        19870615        156941420
        19870616        157794260
        19870617        184678270
        19870618        168582050
        19870619        220503890
        19870622        178212750
        19870623        194115080
        19870624        153723680
        19870625        173499290
        19870626        150498770
        19870629        142512340
        19870630        165468100
        19870701        157300000
        19870702        154934250
        19870706        155080070
        19870707        200760040
        19870708        207454940
        19870709        195410190
        19870710        172151270
        19870713        152416880
        19870714        185883310
        19870715        202288770
        19870716        210881380
        19870717        209979620
        19870720        168140500
        19870721        186616630
        19870722        174644790
        19870723        163687050
        19870724        158393830
        19870727        152094580
        19870728        172602990
        19870729        197002490
        19870730        208150550
        19870731        181958230
        19870803        207853410
        19870804        166587120
        19870805        192700090
        19870806        191988650
        19870807        212700380
        19870810        187224220
        19870811        278140590
        19870812        235761860
        19870813        217074870
        19870814        196110680
        19870817        166114040
        19870818        198401160
        19870819        180897220
        19870820        196619560
        19870821        190089390
        19870824        149347990
        19870825        213460710
        19870826        196211730
        19870827        163603960
        19870828        156331970
        19870831        165796490
        19870901        193497980
        19870902        199965830
        19870903        165367370
        19870904        129068920
        19870908        242881950
        19870909        164955390
        19870910        179794020
        19870911        178016810
        19870914        154429230
        19870915        136268740
        19870916        195743140
        19870917        150721130
        19870918        188264500
        19870921        170069610
        19870922        209516180
        19870923        220310730
        19870924        162154060
        19870925        137959780
        19870928        188073340
        19870929        173534450
        19870930        183100110
        19871001        193230640
        19871002        189065060
        19871005        159707100
        19871006        175679240
        19871007        186348370
        19871008        198701120
        19871009        158310010
        19871012        141866930
        19871013        172886000
        19871014        207348470
        19871015        263249210
        19871016        338563870
        19871019        604330410
        19871020        608148710
        19871021        449350330
        19871022        392234180
        19871023        245520770
        19871026        308874250
        19871027        260258710
        19871028        279441960
        19871029        258058800
        19871030        303407880
        19871102        176042790
        19871103        227903470
        19871104        202544480
        19871105        225966020
        19871106        228360910
        19871109        160687980
        19871110        184372900
        19871111        147902310
        19871112        206381842
        19871113        174950950
        19871116        164338290
        19871117        148272100
        19871118        158280100
        19871119        157149350
        19871120        189208460
        19871123        143167760
        19871124        199539320
        19871125        139896640
        19871127         86366310
        19871130        268918650
        19871201        149876240
        19871202        148887440
        19871203        204163860
        19871204        184804970
        19871207        146611780
        19871208        227337190
        19871209        231446140
        19871210        188979490
        19871211        151643290
        19871214        187684590
        19871215        214940170
        19871216        193821470
        19871217        191774930
        19871218        276757100
        19871221        161783420
        19871222        192687890
        19871223        203119500
        19871224        108803660
        19871228        131260860
        19871229        111585760
        19871230        149208160
        19871231        170159760
        19880104        181794600
        19880105        209518220
        19880106        169753000
        19880107        175363910
        19880108        197300520
        19880111        158960970
        19880112        165720420
        19880113        154005260
        19880114        140587220
        19880115        198052780
        19880118        135305600
        19880119        153548550
        19880120        181654690
        19880121        158099980
        19880122        147055480
        19880125        275251730
        19880126        138395550
        19880127        176344460
        19880128        166424020
        19880129        211958460
        19880201        210658380
        19880202        164937460
        19880203        237302360
        19880204        186456920
        19880205        161270160
        19880208        168852550
        19880209        162377940
        19880210        187977840
        19880211        200761790
        19880212        177285420
        19880215        135391670
        19880216        176843870
        19880217        151453650
        19880218        180607340
        19880219        178959580
        19880223        192270640
        19880224        212739730
        19880225        213488410
        19880226        158068840
        19880229        236060090
        19880301        199969330
        19880302        199628140
        19880303        203248370
        19880304        201418200
        19880307        152949020
        19880308        237622660
        19880309        210907670
        19880310        197275140
        19880311        200023080
        19880314        131950550
        19880315        133172020
        19880316        153607390
        19880317        211934270
        19880318        245129240
        19880321        128858350
        19880322        142004370
        19880323        167370870
        19880324        184920230
        19880325        163180320
        19880328        142819220
        19880329        152707360
        19880330        151802500
        19880331        139855730
        19880404        182291980
        19880405        135303420
        19880406        189789300
        19880407        177852570
        19880408        169283543
        19880411        146365050
        19880412        146407950
        19880413        185194000
        19880414        211826100
        19880415        233851850
        19880418        144651890
        19880419        161906320
        19880420        147589480
        19880421        168477850
        19880422        152525160
        19880425        156949870
        19880426        152315210
        19880427        133852520
        19880428        128674960
        19880429        135632993
        19880502        136438090
        19880503        176915370
        19880504        141330000
        19880505        172356640
        19880506        129113310
        19880509        166343570
        19880510        131198170
        19880511        176712630
        19880512        143863790
        19880513        147262340
        19880516        155010580
        19880517        133868680
        19880518        209364490
        19880519        165170880
        19880520        120680950
        19880523        102638660
        19880524        139934530
        19880525        138313700
        19880526        164265470
        19880527        133594130
        19880531        247656560
        19880601        234563670
        19880602        193538340
        19880603        189612420
        19880606        152456410
        19880607        168699660
        19880608        310031960
        19880609        235175120
        19880610        155717080
        19880613        125309980
        19880614        227158330
        19880615        150265220
        19880616        161551980
        19880617        343949330
        19880620        116753920
        19880621        155147070
        19880622        217509260
        19880623        185769710
        19880624        179916220
        19880627        264425850
        19880628        152372720
        19880629        159586690
        19880630        227477120
        19880701        238331710
        19880705        171789310
        19880706        189272920
        19880707        156085890
        19880708        136122740
        19880711        123313840
        19880712        161652330
        19880713        218981400
        19880714        172391380
        19880715        199723070
        19880718        156209640
        19880719        144130440
        19880720        152043500
        19880721        149469270
        19880722        148888090
        19880725        215148000
        19880726        121966730
        19880727        135886960
        19880728        154569210
        19880729        192343511
        19880801        138169240
        19880802        166664520
        19880803        203620970
        19880804        157244050
        19880805        113294680
        19880808        148794163
        19880809        200703810
        19880810        200954640
        19880811        173005860
        19880812        176943840
        19880815        128546730
        19880816        162799270
        19880817        169527360
        19880818        139778830
        19880819        122387860
        19880822        122255200
        19880823        119541350
        19880824        127796600
        19880825        127681580
        19880826         89254150
        19880829         99259400
        19880830        108737820
        19880831        130395220
        19880901        144082570
        19880902        159839880
        19880906        122248440
        19880907        139601490
        19880908        149398270
        19880909        141552020
        19880912        114895510
        19880913        162503080
        19880914        177261150
        19880915        161243910
        19880916        211183880
        19880919        135810270
        19880920        142220600
        19880921        127418480
        19880922        150680030
        19880923        145110320
        19880926        116404650
        19880927        113015210
        19880928        113726530
        19880929        155786450
        19880930        175759580
        19881003        130368560
        19881004        157757870
        19881005        175162210
        19881006        153565160
        19881007        216429630
        19881010        124666930
        19881011        140928050
        19881012        154848650
        19881013        154534230
        19881014        160248930
        19881017        119293910
        19881018        162502020
        19881019        186367110
        19881020        189590310
        19881021        195389240
        19881024        170507780
        19881025        155193910
        19881026        181553610
        19881027        196547980
        19881028        146322790
        19881031        143465190
        19881101        151246383
        19881102        161295590
        19881103        152765400
        19881104        143983440
        19881107        133883070
        19881108        141659890
        19881109        153146810
        19881110        128931480
        19881111        135501530
        19881114        142920230
        19881115        115174230
        19881116        161676795
        19881117        141293430
        19881118        119294460
        19881121        120434140
        19881122        127035370
        19881123        111928970
        19881125         72088100
        19881128        123484450
        19881129        127416560
        19881130        157803990
        19881201        129401380
        19881202        124621580
        19881205        144653630
        19881206        158238330
        19881207        148378330
        19881208        124152500
        19881209        133728660
        19881212        124180010
        19881213        132337550
        19881214        132357760
        19881215        136843060
        19881216        196487020
        19881219        162257790
        19881220        161091940
        19881221        147285190
        19881222        150492310
        19881223         81759230
        19881227         87490890
        19881228        110644740
        19881229        131295590
        19881230        127234830
        19890103        128497380
        19890104        149706590
        19890105        174089780
        19890106        161321530
        19890109        162937790
        19890110        140415510
        19890111        148953940
        19890112        183011800
        19890113        132386750
        19890116        117388030
        19890117        143914970
        19890118        187475360
        19890119        192050920
        19890120        165995200
        19890123        141651650
        19890124        189627050
        19890125        183607780
        19890126        212268340
        19890127        254842540
        19890130        167837490
        19890131        194079450
        19890201        215679110
        19890202        183430000
        19890203        173004900
        19890206        150886900
        19890207        217263660
        19890208        189469980
        19890209        224258750
        19890210        173607580
        19890213        143521010
        19890214        149526000
        19890215        154251190
        19890216        178577630
        19890217        159807810
        19890221        141998120
        19890222        163145710
        19890223        150354550
        19890224        160681550
        19890227        139920790
        19890228        147725050
        19890301        177212550
        19890302        161972920
        19890303        151713640
        19890306        168674010
        19890307        172504830
        19890308        167627990
        19890309        143168410
        19890310        146837960
        19890313        140459640
        19890314        139975590
        19890315        167067740
        19890316        196037700
        19890317        242937520
        19890320        150263260
        19890321        142019940
        19890322        146568740
        19890323        153754340
        19890327        112974120
        19890328        146437820
        19890329        144237200
        19890330        159989300
        19890331        170944370
        19890403        164677130
        19890404        160700380
        19890405        165886540
        19890406        146533720
        19890407        156920660
        19890410        123992610
        19890411        146803530
        19890412        165209460
        19890413        141593500
        19890414        169791120
        19890417        128541370
        19890418        208696390
        19890419        191558400
        19890420        175993040
        19890421        187978590
        19890424        142103740
        19890425        165412610
        19890426        146136160
        19890427        191095310
        19890428        158404880
        19890501        138171160
        19890502        172561850
        19890503        171693890
        19890504        153161590
        19890505        180814200
        19890508        135128430
        19890509        150095460
        19890510        146007690
        19890511        151623530
        19890512        221515450
        19890515        179349650
        19890516        173100780
        19890517        191206440
        19890518        177489680
        19890519        243512680
        19890522        185009270
        19890523        187703820
        19890524        178618170
        19890525        154444290
        19890526        143125920
        19890530        151994320
        19890531        162515560
        19890601        223309700
        19890602        229151760
        19890605        163769500
        19890606        187594930
        19890607        213731570
        19890608        212337150
        19890609        173244070
        19890612        151460510
        19890613        164879680
        19890614        170559030
        19890615        179495370
        19890616        244540580
        19890619        130718010
        19890620        167646450
        19890621        168924090
        19890622        176512050
        19890623        198717200
        19890626        143614600
        19890627        171093290
        19890628        158480970
        19890629        167123130
        19890630        170537210
        19890703         68868970
        19890705        127711070
        19890706        140454440
        19890707        166447730
        19890710        131944780
        19890711        171636980
        19890712        160584070
        19890713        153828640
        19890714        183480540
        19890717        131942350
        19890718        152359270
        19890719        215744640
        19890720        204593480
        19890721        175509410
        19890724        136278100
        19890725        179296400
        19890726        188356170
        19890727        213691250
        19890728        180634810
        19890731        166665470
        19890801        225311190
        19890802        181666210
        19890803        168705280
        19890804        169765450
        19890807        197614940
        19890808        200361670
        19890809        209900320
        19890810        198595060
        19890811        197556880
        19890814        141993240
        19890815        148775450
        19890816        150065850
        19890817        157561920
        19890818        146150270
        19890821        136797080
        19890822        141932140
        19890823        159645880
        19890824        225510550
        19890825        165930070
        19890828        131186170
        19890829        175227130
        19890830        174346520
        19890831        143467090
        19890901        133302500
        19890905        145193410
        19890906        161796950
        19890907        160169840
        19890908        154097920
        19890911        126016630
        19890912        142130830
        19890913        175459590
        19890914        149257340
        19890915        234884040
        19890918        136960030
        19890919        141650190
        19890920        136655160
        19890921        146960290
        19890922        133358590
        19890925        121132630
        19890926        158344820
        19890927        158397980
        19890928        164235210
        19890929        155329780
        19891002        127477470
        19891003        182863270
        19891004        194602370
        19891005        177900330
        19891006        172522930
        19891009         86818110
        19891010        147559310
        19891011        164072070
        19891012        159460660
        19891013        251298310
        19891016        416396460
        19891017        224058800
        19891018        166889520
        19891019        198134560
        19891020        164736840
        19891023        135865810
        19891024        237970700
        19891025        155669570
        19891026        175239800
        19891027        170305200
        19891030        126626820
        19891031        176151910
        19891101        154250310
        19891102        152429590
        19891103        131507090
        19891106        135510860
        19891107        163039350
        19891108        170160200
        19891109        143399010
        19891110        131849940
        19891113        140760250
        19891114        143189530
        19891115        155147820
        19891116        148364900
        19891117        151035920
        19891120        128200510
        19891121        147902880
        19891122        145732460
        19891124         85830840
        19891127        149394640
        19891128        153771790
        19891129        147300890
        19891130        153181190
        19891201        199223090
        19891204        150399280
        19891205        154654600
        19891206        145855030
        19891207        161978610
        19891208        144912780
        19891211        147179150
        19891212        176804950
        19891213        184692420
        19891214        178724370
        19891215        240360080
        19891218        184796640
        19891219        186066360
        19891220        176552990
        19891221        175173840
        19891222        120972960
        19891226         77606880
        19891227        133758840
        19891228        128032580
        19891229        145919820
