
      Date    Reported     Reported   Dollar Value   Reported
(YYYYMMDD)     Shares       Trades     (Millions)    Warrants
   20021018  1,438,109,572  2,342,434    $38,214.3       14,000
   20021021  1,462,458,755  2,536,061    $39,256.7       21,200
   20021022  1,549,208,305  2,543,284    $40,982.5       12,200
   20021023  1,612,642,977  2,663,650    $42,863.6       66,500
   20021024  1,700,544,410  2,689,968    $42,462.2       38,700
   20021025  1,354,437,785  2,463,110    $36,421.7        7,200
   20021028  1,399,046,430  2,457,032    $36,945.1       12,700
   20021029  1,545,842,818  2,648,836    $40,701.4       17,200
   20021030  1,435,820,470  2,661,463    $37,680.1       39,300
   20021031  1,641,332,429  2,674,464    $43,039.9       38,700
   20021101  1,463,927,452  2,617,465    $37,670.0       36,500
   20021104  1,664,696,155  2,681,908    $42,938.2        9,700
   20021105  1,352,221,101  2,481,038    $35,856.9       13,400
   20021106  1,669,939,024  2,812,262    $44,496.3        7,800
   20021107  1,482,302,383  2,482,514    $38,642.7       20,500
   20021108  1,457,896,552  2,426,230    $37,767.6       17,900
   20021111  1,130,884,486  2,042,389    $29,207.8        6,100
   20021112  1,374,519,864  2,364,316    $35,738.0       14,200
   20021113  1,459,558,475  2,562,627    $38,796.4       38,300
   20021114  1,516,235,289  2,393,388    $39,011.2       75,100
   20021115  1,437,508,900  2,419,163    $38,078.8       15,700
   20021118  1,290,308,899  2,372,883    $33,787.1       15,400
   20021119  1,346,106,513  2,309,022    $35,465.8       12,900
   20021120  1,538,285,000  2,433,303    $39,550.7       30,600
   20021121  2,137,394,289  2,848,338    $54,991.4       14,500
   20021122  1,637,622,568  2,518,248    $42,861.8       38,500
   20021125  1,586,572,075  2,540,660    $40,754.1       13,700
   20021126  1,542,328,922  2,529,567    $40,188.2       56,500
   20021127  1,356,263,998  2,269,828    $35,062.3       16,100
   20021129    642,717,789  1,162,921    $16,413.2        2,600
   20021202  1,611,935,029  2,814,168    $42,512.5       23,900
   20021203  1,488,358,296  2,591,257    $38,447.5       43,400
   20021204  1,588,779,276  2,733,153    $41,294.5       11,700
   20021205  1,262,799,854  2,324,762    $32,089.2       12,300
   20021206  1,275,857,287  2,364,837    $33,958.9       29,700
   20021209  1,320,434,331  2,473,389    $33,225.8       33,000
   20021210  1,286,107,665  2,322,024    $32,925.1        8,900
   20021211  1,297,816,473  2,187,078    $34,184.2       18,300
   20021212  1,264,051,460  2,133,393    $32,472.8       26,500
   20021213  1,330,665,519  2,292,322    $34,655.7        8,600
   20021216  1,270,825,211  2,389,430    $34,174.5       18,100
   20021217  1,287,814,167  2,289,507    $32,712.4       17,000
   20021218  1,446,037,776  2,358,498    $36,208.9       12,200
   20021219  1,385,705,420  2,477,995    $35,955.7       60,300
   20021220  1,871,225,424  2,597,029    $47,225.1       15,200
   20021223  1,112,162,039  2,243,567    $28,888.3       25,100
   20021224    461,999,610    934,763    $11,809.5       11,700
   20021226    721,158,120  1,653,333    $18,897.4       21,800
   20021227    768,286,061  1,776,255    $19,543.3       49,000
   20021230  1,057,770,766  2,144,886    $26,593.5       35,200
   20021231  1,095,158,029  2,215,529    $26,841.9       23,400
   20030102  1,229,225,246  2,364,906    $33,005.7       59,700
   20030103  1,139,256,197  2,270,680    $30,122.0       12,000
   20030106  1,435,948,921  2,663,782    $38,864.2       15,500
   20030107  1,590,637,240  2,714,060    $40,530.9       35,700
   20030108  1,475,984,812  2,531,467    $37,467.1       56,400
   20030109  1,573,209,757  2,518,515    $39,616.1       27,000
   20030110  1,497,947,897  2,456,122    $36,778.1       17,700
   20030113  1,407,034,924  2,510,863    $35,264.3       48,000
   20030114  1,386,161,145  2,351,453    $34,329.9       17,200
   20030115  1,432,009,970  2,441,864    $36,707.8       92,700
   20030116  1,534,575,375  2,467,851    $38,984.5       48,300
   20030117  1,367,859,741  2,364,949    $35,049.3       35,700
   20030121  1,345,777,607  2,577,151    $35,230.1       27,700
   20030122  1,577,786,019  2,725,922    $41,835.2       39,000
   20030123  1,744,489,415  2,709,380    $42,606.2       59,600
   20030124  1,574,801,478  2,696,730    $38,713.9       34,700
   20030127  1,462,862,894  2,838,633    $37,023.5       32,300
   20030128  1,483,726,787  2,747,946    $37,230.0      124,900
   20030129  1,610,159,760  2,842,952    $40,138.2       30,100
   20030130  1,521,423,669  2,739,661    $37,605.5       67,800
   20030131  1,578,459,846  2,926,213    $40,454.5       66,000
   20030203  1,258,557,238  2,698,036    $32,882.0       17,000
   20030204  1,451,592,897  2,907,261    $37,007.6       54,900
   20030205  1,463,698,318  2,885,135    $35,838.0       42,900
   20030206  1,443,675,049  2,787,012    $35,027.4       25,800
   20030207  1,276,833,566  2,500,040    $30,955.1        8,000
   20030210  1,249,236,156  2,703,273    $30,560.1       27,200
   20030211  1,320,680,366  2,697,428    $31,769.7       29,300
   20030212  1,268,064,592  2,455,917    $30,880.9       38,500
   20030213  1,499,162,005  2,659,034    $35,776.7       42,800
   20030214  1,404,595,817  2,714,278    $34,647.1        7,400
   20030218  1,259,674,617  2,589,072    $33,782.9        5,200
   20030219  1,095,394,646  2,354,794    $26,783.5       20,400
   20030220  1,202,431,650  2,353,062    $28,794.9       26,600
   20030221  1,409,761,258  2,619,123    $34,507.1        7,000
   20030224  1,239,989,706  2,612,028    $30,385.2        9,000
   20030224  1,495,495,116  2,980,261    $36,248.0       22,200
   20030226  1,382,344,533  2,600,463    $32,050.2       18,400
   20030227  1,297,087,140  2,667,295    $31,802.1       36,000
   20030228  1,373,282,475  2,589,770    $33,352.6       62,200
   20030303  1,208,867,723  2,537,374    $30,466.9       63,200
   20030304  1,264,143,892  2,531,411    $32,304.9       14,300
   20030305  1,345,976,875  2,691,809    $34,454.7       25,000
   20030306  1,306,556,357  2,701,401    $32,688.6       11,100
   20030307  1,379,884,533  2,873,909    $34,816.9       42,100
   20030310  1,255,045,520  2,512,550    $30,543.7       34,200
   20030311  1,437,988,714  2,735,829    $33,820.7       26,500
   20030312  1,633,295,733  2,920,861    $39,092.0       12,200
   20030313  1,774,486,978  3,150,177    $42,843.4       12,300
   20030314  1,594,098,457  3,081,938    $38,684.6       30,800
   20030317  1,700,376,412  3,694,574    $43,815.1       45,900
   20030318  1,555,118,540  3,236,481    $39,752.2       12,400
   20030319  1,483,662,409  3,030,565    $37,990.9       16,200
   20030320  1,447,886,434  3,135,329    $37,575.1        9,300
   20030321  1,883,696,639  3,187,669    $48,443.2       19,900
   20030324  1,306,626,278  2,949,678    $33,987.8       32,900
   20030324  1,343,270,605  2,804,913    $34,722.5       38,300
   20030326  1,327,299,689  2,688,826    $34,539.5       21,300
   20030327  1,232,920,641  2,505,012    $31,490.2       30,100
   20030328  1,234,507,155  2,297,761    $31,710.4       17,200
   20030331  1,508,851,090  2,861,227    $38,681.9       11,700
   20030401  1,472,178,758  3,079,944    $36,958.4       11,100
   20030402  1,602,232,914  2,836,121    $40,400.0       47,000
   20030403  1,358,197,550  2,601,108    $35,461.1       37,300
   20030404  1,250,219,603  2,573,901    $32,669.9       12,800
   20030407  1,505,901,312  2,976,788    $39,009.2       20,800
   20030408  1,235,392,823  2,639,247    $31,800.8        6,700
   20030409  1,304,614,023  2,889,308    $34,762.1       27,100
   20030410  1,283,026,672  2,517,402    $33,615.4        8,700
   20030411  1,141,663,104  2,406,405    $29,969.2       19,400
   20030414  1,131,052,876  2,463,187    $30,374.3        7,500
   20030415  1,467,746,220  2,666,742    $40,553.4       21,100
   20030416  1,587,588,397  2,821,687    $41,551.8       19,500
   20030417  1,439,263,947  2,535,663    $36,994.8       47,400
   20030421  1,125,343,748  2,487,004    $28,727.1       13,600
   20030422  1,680,964,799  3,128,257    $44,443.7       21,000
   20030423  1,667,239,692  2,856,054    $43,567.8       26,700
   20030424  1,648,183,564  2,676,504    $43,916.0        3,500
   20030425  1,353,058,772  2,568,420    $34,012.4       47,500
   20030428  1,294,749,802  2,790,437    $33,650.1       36,800
   20030429  1,540,325,969  2,890,157    $39,601.6       85,400
   20030430  1,787,966,179  3,136,206    $46,723.0       41,400
   20030501  1,411,441,504  2,687,126    $36,638.9       22,100
   20030502  1,565,959,042  2,896,143    $39,886.8       33,400
   20030505  1,455,896,224  2,925,891    $36,172.9       38,500
   20030506  1,663,607,483  2,975,195    $40,874.1       45,000
   20030507  1,531,889,144  3,040,794    $39,260.0       17,000
   20030508  1,379,677,131  2,828,551    $36,164.0        7,600
   20030509  1,326,099,235  2,702,460    $34,180.9       23,000
   20030512  1,387,479,200  2,849,768    $37,021.2       24,600
   20030513  1,431,010,868  2,829,719    $36,980.4       45,500
   20030514  1,401,799,696  2,596,612    $35,838.6       34,100
   20030515  1,508,660,692  2,856,105    $39,795.6      107,900
   20030516  1,508,912,778  2,508,104    $39,571.7       72,400
   20030519  1,375,732,065  2,916,895    $37,855.4       37,900
   20030520  1,519,451,864  3,168,477    $41,565.2       24,400
   20030521  1,457,827,606  3,033,993    $39,884.6       48,900
   20030522  1,490,825,765  2,770,465    $39,515.7       89,600
   20030523  1,219,045,933  2,450,949    $32,464.7       24,700
   20030527  1,557,224,797  3,169,615    $43,040.2       15,100
   20030528  1,571,719,457  2,974,074    $43,907.3       44,600
   20030529  1,708,209,823  3,211,845    $44,479.5      169,700
   20030530  1,789,070,852  3,273,431    $47,275.3       47,600
   20030602  1,726,222,113  3,399,842    $48,014.7       11,000
   20030603  1,450,169,466  3,173,863    $39,948.4       47,100
   20030604  1,628,304,110  3,192,151    $43,662.8       58,100
   20030605  1,703,297,966  3,278,612    $46,013.9       19,400
   20030606  1,886,074,012  3,630,365    $52,378.9       59,400
   20030609  1,326,530,836  2,963,137    $38,743.5       28,400
   20030610  1,295,824,512  2,780,958    $37,011.6       16,600
   20030611  1,520,769,068  3,059,190    $44,232.4       13,200
   20030612  1,561,900,202  2,930,304    $43,523.0       38,300
   20030613  1,279,827,332  2,729,636    $36,196.1       21,900
   20030616  1,356,190,543  3,147,463    $40,459.6       21,700
   20030617  1,488,708,055  3,125,444    $43,523.3       15,300
   20030618  1,500,126,413  3,067,057    $42,772.8       36,900
   20030619  1,539,508,701  3,246,114    $44,854.5       33,700
   20030620  1,777,499,171  3,049,791    $51,482.6       23,500
   20030623  1,398,130,600  3,072,094    $38,341.9       21,200
   20030624  1,429,390,303  3,023,386    $39,806.8       17,200
   20030625  1,470,438,457  3,100,227    $41,393.0       37,600
   20030626  1,397,376,517  2,953,134    $38,879.6       11,000
   20030627  1,286,102,988  2,802,470    $36,618.5       19,300
   20030630  1,820,034,397  2,959,937    $48,366.5       16,900
   20030701  1,476,203,550  3,406,071    $42,764.6       22,400
   20030702  1,519,245,397  3,219,130    $42,158.9       10,400
   20030703    775,833,839  1,808,842    $21,455.6        6,300
   20030707  1,428,702,531  3,151,517    $39,788.1       22,900
   20030708  1,565,047,242  3,151,490    $40,921.8       19,500
   20030709  1,617,208,150  3,127,035    $43,127.9       18,200
   20030710  1,465,377,083  3,068,510    $39,737.0       16,100
   20030711  1,220,767,576  2,706,682    $33,921.0        7,000
   20030714  1,448,917,339  3,016,785    $41,382.0       23,000
   20030715  1,616,472,274  3,203,071    $47,951.8       32,700
   20030716  1,701,272,033  3,068,569    $46,249.3       30,000
   20030717  1,674,011,997  3,212,417    $47,044.7       32,200
   20030718  1,377,508,548  2,776,947    $39,613.4       52,600
   20030721  1,265,383,948  2,921,863    $36,615.6       13,500
   20030722  1,448,668,544  3,169,964    $42,327.7       14,800
   20030723  1,371,899,602  2,826,208    $38,357.1       43,700
   20030724  1,579,264,869  3,154,497    $43,458.0       20,700
   20030725  1,397,334,757  2,967,010    $38,360.8       34,200
   20030728  1,334,834,302  3,056,990    $38,096.6       55,400
   20030729  1,508,627,796  3,177,876    $44,356.6       33,900
   20030730  1,398,080,791  2,840,531    $39,271.2       57,800
   20030731  1,733,856,560  3,355,608    $49,032.0       18,900
   20030801  1,398,212,286  3,200,165    $40,999.1       53,700
   20030804  1,327,209,583  3,240,657    $38,540.2       37,100
   20030805  1,363,333,424  3,272,857    $39,273.2       41,700
   20030806  1,501,896,350  3,260,086    $42,519.7       10,900
   20030807  1,394,527,319  3,127,106    $39,672.8       32,400
   20030808  1,094,734,206  2,514,537    $30,599.9       28,400
   20030811  1,043,242,585  2,579,202    $29,826.1       26,400
   20030812  1,137,702,620  2,572,953    $32,149.9       15,100
   20030813  1,220,008,712  2,550,435    $34,738.6       36,000
   20030814  1,186,771,750  2,620,408    $33,920.3       56,400
   20030815    635,914,890  1,328,528    $18,079.0        5,100
   20030818  1,147,574,720  2,445,286    $32,251.3       27,700
   20030819  1,311,919,081  2,742,574    $36,255.7       44,300
   20030820  1,242,666,422  2,514,401    $34,297.9       28,800
   20030821  1,452,186,456  2,836,192    $41,084.5       35,300
   20030822  1,317,991,889  2,794,095    $36,956.8       15,400
   20030825    974,365,889  2,439,177    $28,294.3       53,200
   20030826  1,224,982,874  2,816,846    $34,994.6       53,900
   20030827  1,067,327,713  2,269,655    $29,986.6       40,500
   20030828  1,173,410,043  2,579,728    $32,600.3       22,000
   20030829    991,030,809  2,185,429    $28,650.7       25,500
   20030902  1,480,607,490  3,341,790    $43,157.7       28,900
   20030903  1,685,823,135  3,423,093    $48,114.5       50,700
   20030904  1,479,982,430  3,050,980    $41,780.8        7,100
   20030905  1,476,182,185  3,118,509    $40,153.7       28,400
   20030908  1,340,851,840  2,968,208    $39,105.8       24,900
   20030909  1,425,579,988  2,998,463    $39,798.4       45,400
   20030910  1,581,891,504  3,244,549    $44,321.2       57,800
   20030911  1,348,792,107  2,848,120    $38,642.9       21,400
   20030912  1,251,301,330  2,787,969    $36,232.3       79,200
   20030915  1,150,922,356  2,679,346    $33,311.3       44,700
   20030916  1,402,892,947  2,916,947    $39,772.3       79,300
   20030917  1,348,220,768  2,730,082    $39,327.9       95,600
   20030918  1,498,494,637  3,048,051    $43,207.1       83,900
   20030919  1,518,343,301  2,874,254    $45,368.3       55,600
   20030922  1,278,439,587  2,964,404    $36,578.1       21,100
   20030923  1,338,386,924  2,815,625    $38,866.0       84,800
   20030924  1,592,337,401  3,345,800    $46,713.1       61,100
   20030925  1,542,826,526  3,203,559    $42,595.2       43,500
   20030926  1,472,522,063  3,147,001    $40,874.5       28,300
   20030929  1,366,520,485  3,079,258    $39,739.5       28,500
   20030930  1,590,417,109  3,519,481    $46,344.5       87,400
   20031001  1,576,182,007  3,440,827    $46,870.4       26,700
   20031002  1,292,310,814  2,928,086    $37,806.2       19,500
   20031003  1,570,403,029  3,445,638    $46,618.9       96,800
   20031006  1,025,810,026  2,506,990    $29,746.1       21,500
   20031007  1,311,384,162  3,118,107    $38,013.5       28,300
   20031008  1,262,546,255  2,879,854    $36,238.0       33,200
   20031009  1,578,673,554  3,305,095    $45,865.8       66,800
   20031010  1,114,153,080  2,556,078    $32,514.1       21,600
   20031013  1,053,193,271  2,348,336    $30,356.3       23,800
   20031014  1,271,899,400  2,772,207    $37,863.0       65,400
   20031015  1,521,013,902  2,978,835    $44,779.4       31,700
   20031016  1,417,703,073  2,956,268    $43,602.0       43,100
   20031017  1,352,042,976  2,794,576    $40,998.1       32,600
   20031020  1,184,812,304  2,755,442    $35,980.6       61,200
   20031021  1,497,997,634  2,978,386    $43,512.0       36,700
   20031022  1,659,178,444  3,049,650    $45,524.2       50,700
   20031023  1,612,301,596  3,181,314    $44,822.7       31,400
   20031024  1,742,917,764  3,033,072    $39,436.9       41,800
   20031027  1,379,416,579  3,072,982    $44,560.1       41,800
   20031028  1,751,963,823  3,329,861    $54,017.3       33,400
   20031029  1,569,726,294  3,094,694    $47,468.8       64,500
   20031030  1,639,557,924  3,369,134    $48,241.6       93,700
   20031031  1,505,900,713  2,934,868    $43,910.6      504,400
   20031103  1,385,772,972  3,183,996    $41,803.7       49,900
   20031104  1,424,502,295  3,190,451    $42,347.1      111,300
   20031105  1,401,740,736  3,030,067    $41,036.8       64,100
   20031106  1,453,847,799  3,160,725    $42,561.4      108,000
   20031107  1,440,455,755  3,146,527    $44,244.2       63,200
   20031110  1,253,413,210  3,007,744    $37,239.1       46,100
   20031111  1,172,196,538  2,596,676    $33,912.2       73,300
   20031112  1,349,073,358  3,015,348    $39,102.4       34,200
   20031113  1,393,715,020  2,975,796    $41,939.1       29,500
   20031114  1,355,943,195  2,963,311    $41,873.4       36,700
   20031117  1,374,055,568  3,152,614    $39,148.9       28,600
   20031118  1,354,090,932  3,215,771    $40,534.3       77,200
   20031119  1,337,073,899  2,966,485    $38,701.9       45,700
   20031120  1,326,537,958  3,099,739    $39,249.4       55,000
   20031121  1,273,616,681  2,771,527    $38,286.2       52,300
   20031124  1,319,587,208  3,116,475    $39,070.3        7,200
   20031125  1,356,828,522  3,151,501    $41,153.9       95,700
   20031126  1,108,942,640  2,678,398    $33,930.6      116,700
   20031128    490,971,065  1,172,730    $14,799.4       84,100
   20031201  1,374,804,635  3,266,488    $42,517.7      115,400
   20031202  1,436,930,723  3,153,002    $44,157.3       63,500
   20031203  1,441,625,197  3,141,636    $43,419.1       99,900
   20031204  1,534,896,928  3,352,786    $46,130.6       75,600
   20031205  1,265,801,504  2,992,651    $37,982.7       67,400
   20031208  1,225,312,636  2,933,775    $37,195.3       52,000
   20031209  1,465,343,358  3,260,417    $45,109.8       62,400
   20031210  1,453,536,107  3,108,810    $43,832.5       97,500
   20031211  1,453,229,006  3,359,567    $43,312.5      232,500
   20031212  1,223,022,154  2,751,639    $36,390.8       55,800
   20031215  1,520,323,120  3,523,484    $46,685.2       96,600
   20031216  1,546,903,652  3,355,170    $47,023.7      109,000
   20031217  1,448,923,168  3,134,745    $43,911.2      123,200
   20031218  1,590,226,629  3,432,876    $49,635.6       45,300
   20031219  1,656,663,515  3,348,959    $52,051.2      104,600
   20031222  1,251,111,582  2,954,354    $38,260.6      103,300
   20031223  1,177,033,949  2,857,239    $35,968.7       75,400
   20031224    519,988,280  1,197,079    $15,628.4       29,100
   20031226    359,769,020    978,029    $10,753.9       15,200
   20031229  1,066,455,871  2,744,475    $32,463.0       61,900
   20031230  1,018,627,513  2,561,826    $31,412.5       48,000
   20031231  1,034,668,220  2,678,564    $32,711.9       31,700
