# sdate,words,vocab,churn,rank500,rank1000,rank1500
2003-01-03,76171.0,10281,0.263,0.178320777307,0.233240357738,0.266303587724
2003-01-06,16410.0,4631,0.249,0.186635231876,0.23258056802,0.25051784699
2003-01-07,17297.0,4889,0.272,0.231455028987,0.278968954697,0.291855522002
2003-01-08,17365.0,5021,0.407,0.274369717131,0.32383734592,0.368843801597
2003-01-09,17343.0,4936,0.409,0.294303016599,0.319438642331,0.398510426545
2003-01-10,15549.0,4610,0.38,0.30469807688,0.362746856319,0.363510247223
2003-01-13,15438.0,4572,0.369,0.297461021503,0.363152823984,0.3662051418
2003-01-14,14951.0,4480,0.384,0.321873228946,0.391300693886,0.391297041718
2003-01-15,14235.0,4317,0.389,0.298639465211,0.379241848384,0.398624803731
2003-01-16,14202.0,4391,0.39,0.298552751341,0.358208631007,0.39950207767
2003-01-17,14343.0,4338,0.372,0.285083858031,0.351882741224,0.385825576075
2003-01-21,14243.0,4305,0.376,0.296532284757,0.363257929763,0.366866485223
2003-01-22,13253.0,4122,0.379,0.283512198188,0.315397507372,0.344348983664
2003-01-23,14819.0,4384,0.317,0.254615424319,0.307998507631,0.333954376939
2003-01-24,14382.0,4276,0.325,0.234295278534,0.30051787466,0.3389978129
2003-01-27,14309.0,4360,0.317,0.232759159923,0.329694216884,0.331735967887
2003-01-28,69460.0,11112,0.323,0.244304546686,0.336817810405,0.332034261412
2003-01-29,71000.0,10924,0.339,0.209983466244,0.33862672495,0.330570626604
2003-01-30,70088.0,10641,0.272,0.237825480046,0.253319038377,0.272288014215
2003-02-03,69606.0,10361,0.274,0.196401178592,0.215423853186,0.240190710612
2003-02-04,69269.0,10054,0.276,0.242813618971,0.228212806013,0.243051364014
2003-02-05,14121.0,4146,0.273,0.221627751203,0.237280704663,0.257581575922
2003-02-06,14103.0,4263,0.272,0.213954324233,0.255427916636,0.272549652781
2003-02-07,14243.0,4428,0.389,0.354066159687,0.387544727467,0.374268714411
2003-02-10,15222.0,4584,0.418,0.352113504639,0.379524687081,0.392457355292
2003-02-11,15538.0,4608,0.411,0.3371891414,0.361322673284,0.368590839592
2003-02-12,15053.0,4569,0.405,0.323182286412,0.354344663618,0.36090208233
2003-02-13,15443.0,4601,0.408,0.258887119686,0.354361894422,0.345837426977
2003-02-14,15388.0,4681,0.419,0.275699993321,0.363878415051,0.396601499118
2003-02-18,15477.0,4780,0.432,0.328341255594,0.400567707608,0.445932907867
2003-02-19,14890.0,4717,0.398,0.327209296447,0.355348682629,0.387438936829
2003-02-20,15424.0,4708,0.384,0.327654353353,0.34861703378,0.376673347461
2003-02-21,14992.0,4584,0.309,0.271925576125,0.332401437024,0.301378150618
2003-02-24,16048.0,4823,0.319,0.273610043109,0.288120515979,0.30599649554
2003-02-25,15460.0,4715,0.338,0.272171837419,0.328253625718,0.329159241117
2003-02-26,75307.0,11908,0.329,0.271557953817,0.33400425806,0.318918195946
2003-02-27,74890.0,11659,0.338,0.285295573303,0.346586251154,0.321142019283
2003-02-28,74770.0,11365,0.251,0.215768753444,0.329176316404,0.33410930775
2003-03-03,73812.0,11017,0.25,0.218751872781,0.301915381865,0.321125557597
2003-03-04,74323.0,10736,0.264,0.237722065447,0.309942094255,0.324343165039
2003-03-05,14747.0,4616,0.26,0.228157677368,0.28546589848,0.301596639266
2003-03-06,15044.0,4644,0.277,0.237448282639,0.285648833404,0.290336285395
2003-03-07,14693.0,4632,0.416,0.304806414189,0.383774167022,0.385845471295
2003-03-10,15076.0,4712,0.402,0.339293271168,0.383558140468,0.382973205823
2003-03-11,14573.0,4548,0.402,0.351659497452,0.408565535495,0.394626312429
2003-03-12,14371.0,4443,0.392,0.326290829544,0.390723465932,0.380774214089
2003-03-13,14984.0,4651,0.396,0.345124804949,0.350767681928,0.353069750561
2003-03-14,14813.0,4684,0.414,0.29108973219,0.356132512414,0.347325143905
2003-03-17,14760.0,4691,0.423,0.326266269418,0.365553677468,0.385198253844
2003-03-18,14315.0,4559,0.414,0.374829978484,0.388614232997,0.418290141373
2003-03-19,14576.0,4585,0.408,0.327289863124,0.385141147764,0.40029604119
2003-03-20,14095.0,4444,0.409,0.340816143821,0.386721480588,0.382088687544
2003-03-21,14461.0,4517,0.308,0.297434898676,0.346947547448,0.306908596335
2003-03-24,15011.0,4507,0.319,0.271488206588,0.345763898355,0.315146967092
2003-03-25,15492.0,4602,0.314,0.27550293052,0.338077687062,0.330664342683
2003-03-26,83498.0,12726,0.314,0.279167101844,0.352106444561,0.318601523199
2003-03-27,84972.0,12481,0.297,0.25915034275,0.346665264716,0.321424524381
2003-03-28,85848.0,12193,0.224,0.182735805407,0.237440487789,0.24768972108
2003-04-01,85920.0,11896,0.248,0.215854242695,0.213465801162,0.242546770365
2003-04-02,85851.0,11665,0.267,0.220853015483,0.24492663543,0.252277771244
2003-04-03,18186.0,5238,0.272,0.225183164782,0.252966012585,0.271557630573
2003-04-04,16658.0,4969,0.281,0.212779670072,0.289374684383,0.317248770655
2003-04-07,16031.0,4854,0.384,0.323732574512,0.341035545094,0.360579795802
2003-04-08,15975.0,4812,0.388,0.323235070349,0.349436315696,0.377016748222
2003-04-09,15048.0,4584,0.38,0.313754643684,0.364980504758,0.362394034245
2003-04-10,15061.0,4699,0.394,0.297645083428,0.346505978362,0.330325746065
2003-04-11,16110.0,4889,0.398,0.314425207444,0.364378495917,0.382879126457
2003-04-14,15593.0,4803,0.412,0.32557436625,0.384320276572,0.383508217037
2003-04-15,14650.0,4546,0.413,0.323069970537,0.334150791054,0.380031117484
2003-04-16,14683.0,4585,0.415,0.309689465629,0.399594707804,0.382148636107
2003-04-17,14323.0,4451,0.404,0.357186293558,0.419094778094,0.416233887919
2003-04-18,13877.0,4406,0.414,0.378709987884,0.389775975292,0.393761679543
2003-04-21,14429.0,4511,0.414,0.407704662389,0.395467829927,0.402113731663
2003-04-22,15996.0,4788,0.415,0.328433111127,0.353680108288,0.384085188229
2003-04-23,16373.0,4812,0.345,0.257868319621,0.387793157403,0.376465203719
2003-04-24,16543.0,4813,0.322,0.284985811729,0.392154889116,0.374767239111
2003-04-25,16354.0,4858,0.314,0.284887057408,0.384462246775,0.354625789893
2003-04-28,79559.0,12016,0.319,0.295713779217,0.362535573682,0.350626623202
2003-04-29,78035.0,11653,0.308,0.278796780656,0.365376751257,0.344301925727
2003-04-30,78115.0,11420,0.256,0.208403853785,0.308131349509,0.28391075158
2003-05-01,78791.0,11169,0.275,0.248353529985,0.331118872914,0.312825123324
2003-05-02,78932.0,10820,0.26,0.25459589473,0.337817182105,0.316323476974
2003-05-05,15368.0,4670,0.261,0.274287262035,0.335141083306,0.329755493653
2003-05-06,15603.0,4755,0.248,0.239509814843,0.320056873979,0.301444732553
2003-05-07,16057.0,4844,0.363,0.29904197843,0.354402271287,0.362922720502
2003-05-08,15213.0,4702,0.38,0.295102199471,0.392885660659,0.406322685931
2003-05-09,14822.0,4622,0.381,0.289038878492,0.378895538276,0.368064185651
2003-05-12,15012.0,4560,0.394,0.361205343409,0.453771931165,0.424825154892
2003-05-13,15134.0,4518,0.394,0.374901442585,0.481916123095,0.468573035318
2003-05-14,15182.0,4412,0.373,0.340780774776,0.474072682712,0.413215135381
2003-05-15,16171.0,4531,0.378,0.400271530045,0.472475736501,0.395837627329
2003-05-16,16407.0,4581,0.374,0.317188374025,0.438106260032,0.364309423628
2003-05-19,16839.0,4713,0.394,0.411288063184,0.379381855406,0.397907377227
2003-05-20,17343.0,4722,0.406,0.342261512025,0.378828852548,0.37689351176
2003-05-21,16893.0,4673,0.388,0.343668568335,0.340221100486,0.334746089894
2003-05-22,16447.0,4572,0.302,0.247239685569,0.280230350819,0.281773160025
2003-05-23,15985.0,4454,0.311,0.223453428534,0.250527132433,0.242706882788
2003-05-27,15684.0,4343,0.337,0.237921678263,0.284640419803,0.29155939881
2003-05-28,100336.0,13297,0.339,0.254044276769,0.294291685936,0.300799457483
2003-05-29,104046.0,13106,0.321,0.261271391774,0.298261766962,0.306309498795
2003-05-30,105676.0,12885,0.23,0.23183466779,0.233170387467,0.225488006493
2003-06-02,105986.0,12674,0.233,0.167967223611,0.208394520961,0.224563059376
2003-06-03,106489.0,12444,0.252,0.195754501662,0.237279430791,0.245071860494
2003-06-04,21761.0,5463,0.251,0.190054012314,0.242268254276,0.246463351059
2003-06-05,18842.0,4990,0.252,0.157246623476,0.230722845593,0.254040032101
2003-06-06,17633.0,4783,0.369,0.280946697631,0.366321315707,0.366025993445
2003-06-09,18296.0,4866,0.346,0.265569537993,0.292739787266,0.296355870581
2003-06-10,19283.0,5007,0.357,0.22572185312,0.295332363233,0.32084169632
2003-06-11,19332.0,4958,0.356,0.198510892774,0.269403538303,0.312711154571
2003-06-12,19831.0,5058,0.348,0.197564215795,0.261322991551,0.289941134822
2003-06-13,21150.0,5193,0.346,0.280453424866,0.303924912043,0.301857964449
2003-06-16,21185.0,5262,0.344,0.247791414536,0.25968524011,0.281538647132
2003-06-17,20556.0,5249,0.367,0.25709500389,0.299959464539,0.314222124329
2003-06-18,20427.0,5279,0.359,0.286571411891,0.300825582912,0.32451933926
2003-06-19,22520.0,5724,0.365,0.285047658147,0.294167248944,0.296863768428
2003-06-20,22798.0,5863,0.361,0.268739022932,0.282026981998,0.294136158216
2003-06-23,23926.0,6102,0.274,0.207494232486,0.204081958369,0.240004200821
2003-06-24,23362.0,6005,0.286,0.230217150835,0.224160662677,0.254867288499
2003-06-25,23354.0,6037,0.284,0.268978849138,0.241865039005,0.269528829066
2003-06-26,95704.0,13355,0.289,0.269791141656,0.249483408745,0.259026484257
2003-06-27,94252.0,12906,0.3,0.237089588196,0.242497313595,0.267834988991
2003-06-30,92740.0,12421,0.251,0.163775030291,0.246345751513,0.252774494671
2003-07-01,91803.0,12103,0.263,0.161467283216,0.22823292409,0.246850847963
2003-07-02,92303.0,11783,0.278,0.152479754964,0.210065774122,0.231748887182
2003-07-03,17914.0,4893,0.266,0.164534529534,0.219781352683,0.215262379302
2003-07-07,17085.0,4859,0.262,0.183178690189,0.232816709797,0.232437777148
2003-07-08,17361.0,4949,0.385,0.234864478575,0.34009312286,0.330537391626
2003-07-09,17994.0,4989,0.388,0.242003899908,0.295044500566,0.325046207317
2003-07-10,17634.0,4855,0.386,0.292762423273,0.314669138599,0.320547874956
2003-07-11,18074.0,5024,0.369,0.263231673638,0.287177475483,0.304366767637
2003-07-14,19069.0,5147,0.361,0.259003298576,0.296055610653,0.296313654417
2003-07-15,18946.0,5037,0.373,0.301104859227,0.32312077004,0.343091550667
2003-07-16,18358.0,5016,0.384,0.287272177282,0.315908173765,0.348418447598
2003-07-17,18003.0,5061,0.375,0.268964182071,0.311063806444,0.317883033397
2003-07-18,17473.0,4889,0.381,0.290702174497,0.332913271195,0.340096432873
2003-07-21,16638.0,4737,0.375,0.234939547134,0.323086189082,0.327202456115
2003-07-22,16800.0,4824,0.392,0.281250172936,0.330439255639,0.328906463667
2003-07-23,17917.0,5002,0.319,0.204851751952,0.222709185803,0.253270282239
2003-07-24,17967.0,4920,0.316,0.222894354366,0.258428175664,0.275902481518
2003-07-25,18006.0,4902,0.325,0.218019356567,0.288504243427,0.316811556367
2003-07-28,79629.0,11893,0.325,0.217257682801,0.288004074035,0.315645973623
2003-07-29,78493.0,11535,0.332,0.245603997382,0.284138188961,0.303957723159
2003-07-30,77568.0,11156,0.251,0.172251386893,0.225624346444,0.253051861679
2003-08-01,77589.0,10926,0.262,0.169091885169,0.231060243813,0.259549535164
2003-08-04,77085.0,10598,0.257,0.181009643747,0.214024500414,0.228759382372
2003-08-05,15515.0,4559,0.253,0.183151309127,0.222290822894,0.241129350731
2003-08-06,15492.0,4607,0.258,0.190669431902,0.256430815628,0.262095678058
2003-08-07,16025.0,4736,0.401,0.268084928404,0.336318916326,0.327704553869
2003-08-08,16184.0,4677,0.4,0.210316881888,0.327728877055,0.349694440543
2003-08-11,16124.0,4639,0.399,0.247074212503,0.297294952363,0.311038558504
2003-08-12,15868.0,4541,0.396,0.249852445502,0.307625345761,0.293341752558
2003-08-13,16396.0,4498,0.395,0.259917122186,0.312616486391,0.344275393092
2003-08-14,15162.0,4278,0.39,0.261413102551,0.308712648945,0.324743562244
2003-08-15,15082.0,4255,0.395,0.269318062726,0.301347790528,0.319014428317
2003-08-18,14584.0,4189,0.388,0.23824005789,0.305900729879,0.344264489851
2003-08-19,15380.0,4434,0.4,0.27950378886,0.300052560977,0.319987837512
2003-08-20,15474.0,4497,0.395,0.256808740534,0.33562885112,0.316684978759
2003-08-21,15831.0,4607,0.404,0.269307146033,0.335322385911,0.323199920375
2003-08-22,15334.0,4552,0.34,0.265670024646,0.267827017638,0.282393482475
2003-08-25,15250.0,4499,0.318,0.220717301552,0.258381294745,0.262884586176
2003-08-26,14674.0,4350,0.331,0.254071293086,0.286312426389,0.288647562205
2003-08-27,84444.0,12172,0.316,0.273735217354,0.304932234674,0.281106666437
2003-08-28,84756.0,11950,0.34,0.280752208227,0.317395031834,0.313001972141
2003-08-29,84373.0,11681,0.235,0.189700056427,0.243000947273,0.23714266267
2003-09-02,85355.0,11465,0.239,0.195640451624,0.246730663327,0.235273073622
2003-09-03,84579.0,11207,0.234,0.200441939559,0.242453164578,0.225517376329
2003-09-04,16001.0,4597,0.248,0.190855792929,0.23957659212,0.235117940607
2003-09-05,17196.0,4732,0.243,0.173083529804,0.210413620397,0.224332509423
2003-09-08,18417.0,4919,0.358,0.275498080821,0.340796939264,0.341319507298
2003-09-09,18562.0,4982,0.377,0.258874345609,0.333557823481,0.341525700685
2003-09-10,18867.0,4939,0.368,0.27074021678,0.340285236173,0.307431423586
2003-09-11,18297.0,4932,0.393,0.287632129103,0.324464491162,0.340235235097
2003-09-12,17485.0,4844,0.379,0.226007223327,0.300918409655,0.322380804062
2003-09-15,17152.0,4859,0.372,0.238352348044,0.299413124072,0.310386567279
2003-09-16,16498.0,4609,0.356,0.251363356679,0.271100939598,0.295778393724
2003-09-17,16901.0,4730,0.364,0.249640317271,0.281998890374,0.309355932495
2003-09-18,17195.0,4716,0.349,0.28710870837,0.284797911824,0.306202122897
2003-09-19,18154.0,4850,0.35,0.273079339131,0.321932406633,0.306907550147
2003-09-22,18086.0,4860,0.356,0.294112821417,0.336136810361,0.339746446862
2003-09-23,19080.0,5110,0.282,0.197665073689,0.237133281795,0.226156181417
2003-09-24,19218.0,5201,0.273,0.190559041527,0.230042116468,0.218255057055
2003-09-25,19327.0,5177,0.262,0.184918723465,0.240939912746,0.241212049425
2003-09-26,92256.0,12376,0.27,0.206740729128,0.256057096171,0.247548770836
2003-09-29,93446.0,12105,0.285,0.238450150233,0.2764874156,0.283231103934
2003-09-30,92035.0,11847,0.247,0.159525166153,0.213529365864,0.242120168681
2003-10-01,92249.0,11541,0.262,0.185199468855,0.209450994784,0.252465857403
2003-10-02,90687.0,11217,0.259,0.160653673477,0.199681677777,0.236719983255
2003-10-03,16837.0,4525,0.281,0.159385771126,0.193457423164,0.262686584654
2003-10-06,15617.0,4348,0.291,0.147657257542,0.186212364935,0.259490535553
2003-10-07,16339.0,4450,0.401,0.263964570564,0.279820855678,0.329738690139
2003-10-08,15620.0,4444,0.381,0.264630832348,0.300164218035,0.321052632307
2003-10-09,15404.0,4369,0.37,0.259568005208,0.279369763261,0.307116981689
2003-10-10,15353.0,4298,0.388,0.228462872224,0.278959611524,0.31035781682
2003-10-13,16043.0,4336,0.395,0.240298134077,0.264391256489,0.303751261142
2003-10-14,16708.0,4486,0.386,0.207785682579,0.285669533108,0.30451840921
2003-10-15,16945.0,4606,0.404,0.227400083115,0.288294700931,0.318098718599
2003-10-16,17713.0,4755,0.388,0.275884328356,0.314066327861,0.326416550601
2003-10-17,17710.0,4795,0.394,0.297567800116,0.337808949092,0.321175940797
2003-10-20,17260.0,4729,0.393,0.294816345337,0.325141973393,0.343442964233
2003-10-21,16221.0,4560,0.385,0.247450544199,0.310324332963,0.332040970362
2003-10-22,15547.0,4494,0.386,0.227682960145,0.30222791463,0.306082128795
2003-10-23,15868.0,4536,0.325,0.209229179731,0.25424126654,0.277056902823
2003-10-24,15932.0,4477,0.339,0.221137913988,0.27909660129,0.28615610196
2003-10-27,15953.0,4489,0.318,0.217322360436,0.275373764416,0.27895505314
2003-10-28,71836.0,11113,0.316,0.232301341937,0.291469520256,0.292356119804
2003-10-29,72177.0,10867,0.33,0.225746917004,0.255116877386,0.276205099402
2003-10-30,72225.0,10575,0.266,0.196517623643,0.240842646116,0.298590427269
2003-11-03,72229.0,10284,0.257,0.194485368689,0.215521135308,0.269230877171
2003-11-04,72489.0,9987,0.254,0.193743720328,0.205677493625,0.265414126038
2003-11-05,15641.0,4634,0.276,0.166158442947,0.205550411364,0.277744362679
2003-11-06,16897.0,4880,0.267,0.175290242271,0.235388213779,0.268255033854
2003-11-07,16875.0,4720,0.402,0.230899724755,0.328424803303,0.363464492945
2003-11-10,16675.0,4738,0.398,0.267041637628,0.301252576665,0.329141171825
2003-11-11,16395.0,4691,0.395,0.268157735087,0.294764841621,0.315808063026
2003-11-12,16924.0,4827,0.399,0.231062851463,0.286745004435,0.304016395542
2003-11-13,17046.0,4706,0.374,0.217424048793,0.283839237765,0.318489727905
2003-11-14,17950.0,4910,0.378,0.224667524157,0.287990059617,0.33560995819
2003-11-17,18161.0,4994,0.381,0.243624679333,0.290145065773,0.32590372658
2003-11-18,18309.0,4852,0.386,0.255890308071,0.276609545903,0.319810141853
2003-11-19,18438.0,4819,0.294,0.147358760769,0.237442975824,0.243170438439
2003-11-20,17062.0,4755,0.288,0.196081519127,0.262872637005,0.271741124388
2003-11-21,15694.0,4517,0.278,0.226603646061,0.246226957958,0.270432067904
2003-11-24,77189.0,11262,0.295,0.22964450611,0.283636766379,0.300195577756
2003-11-25,77108.0,11039,0.323,0.273757322553,0.299626083475,0.317956990191
2003-11-26,78169.0,10773,0.245,0.172237217792,0.199820714366,0.221162879444
2003-12-01,78806.0,10505,0.242,0.175745066516,0.203827569832,0.196547910448
2003-12-02,79698.0,10247,0.252,0.17861524958,0.199886003129,0.201564877387
2003-12-03,17921.0,4944,0.255,0.176369597122,0.213321655606,0.216994208156
2003-12-04,18166.0,4928,0.269,0.189250058695,0.242090496732,0.251925646582
2003-12-05,18982.0,4953,0.391,0.290875797587,0.327108251876,0.365324058267
2003-12-08,19186.0,4944,0.382,0.28487230484,0.308217620805,0.323870182318
2003-12-09,18237.0,4842,0.381,0.257489025668,0.300143576507,0.31976015481
2003-12-10,17788.0,4713,0.398,0.262644517449,0.301547465649,0.333248712424
2003-12-11,17380.0,4833,0.387,0.279753279586,0.306997946935,0.323571407269
2003-12-12,15977.0,4607,0.403,0.312591204556,0.332557990005,0.355857280687
2003-12-15,15325.0,4463,0.404,0.282883538173,0.331750898587,0.322709931036
2003-12-16,16534.0,4567,0.405,0.258814203183,0.322274828372,0.339403196161
2003-12-17,16603.0,4509,0.416,0.281080511037,0.346202463827,0.352260816827
2003-12-18,15815.0,4285,0.316,0.186649827539,0.2470028727,0.251003145719
2003-12-19,15139.0,4197,0.317,0.176543582651,0.244341111071,0.265596836317
2003-12-22,15442.0,4277,0.308,0.183433969898,0.250397175884,0.250672121874
2003-12-23,71871.0,10907,0.314,0.187563555357,0.276835348566,0.274383659804
2003-12-29,72198.0,10702,0.332,0.228016946341,0.281387014489,0.285161299615
2003-12-30,72533.0,10537,0.236,0.155866217733,0.227708191786,0.235245994656
2004-01-05,72799.0,10264,0.248,0.183276368158,0.20380481816,0.233845314229
2004-01-06,74481.0,9983,0.256,0.181571620063,0.215038749401,0.234930964602
2004-01-07,16174.0,4277,0.238,0.185171297724,0.197447498138,0.207698068356
2004-01-08,17044.0,4423,0.253,0.182717968565,0.210070559015,0.220378305732
2004-01-09,18362.0,4644,0.376,0.231707885465,0.330432559613,0.310723785954
2004-01-12,18653.0,4729,0.355,0.222994506325,0.293029932514,0.279071636557
2004-01-13,16827.0,4550,0.375,0.281147395992,0.293548439637,0.301155248485
2004-01-14,16884.0,4694,0.37,0.272305778315,0.306456266313,0.297255851113
2004-01-15,16873.0,4621,0.394,0.285155397317,0.33588896114,0.315450362942
2004-01-16,15254.0,4403,0.385,0.259092036703,0.329873271489,0.331067122354
2004-01-20,15104.0,4402,0.373,0.253840039014,0.314755266719,0.309733690534
2004-01-21,14945.0,4473,0.404,0.308254884525,0.298319551923,0.338811437507
2004-01-22,15717.0,4684,0.39,0.346397527362,0.341368910396,0.339167536968
2004-01-23,14615.0,4503,0.306,0.197487685927,0.254188182556,0.286223018484
2004-01-26,15048.0,4579,0.31,0.178533559901,0.256198738729,0.274684907748
2004-01-27,15376.0,4509,0.318,0.209348630024,0.265502183218,0.287246657327
2004-01-28,73945.0,10880,0.339,0.207923075144,0.26543333503,0.304311791668
2004-01-29,73808.0,10548,0.339,0.247590461328,0.286378650329,0.323694133945
2004-01-30,74876.0,10331,0.226,0.18152322396,0.202434344265,0.225145503795
2004-02-02,74763.0,10023,0.22,0.199168414178,0.201865001184,0.221795617911
2004-02-03,75281.0,9760,0.232,0.189854929171,0.212409406125,0.225943678132
2004-02-04,17059.0,4412,0.236,0.184265015767,0.231141201329,0.246771120277
2004-02-05,17082.0,4440,0.261,0.230994772481,0.239495680383,0.259891597518
2004-02-06,15831.0,4188,0.381,0.299337116061,0.341048225868,0.33383801886
2004-02-09,16064.0,4367,0.368,0.280445655011,0.336914361353,0.329003707299
2004-02-10,15680.0,4352,0.366,0.265676919172,0.308737324429,0.343264022558
2004-02-11,15589.0,4277,0.372,0.296165333913,0.332829774489,0.316574858664
2004-02-12,15396.0,4330,0.388,0.310288723974,0.32666999607,0.304844842605
2004-02-13,15790.0,4451,0.402,0.259745971305,0.338801381798,0.339173419514
2004-02-17,15927.0,4414,0.387,0.249057962834,0.295644018084,0.289017634524
2004-02-18,15147.0,4275,0.383,0.249763492989,0.285838615947,0.275375210397
2004-02-19,15259.0,4349,0.382,0.243579700759,0.309123737647,0.294463372126
2004-02-20,16071.0,4528,0.314,0.248143444121,0.245929108274,0.249555488068
2004-02-23,16279.0,4556,0.319,0.22609673135,0.254634366527,0.267628415353
2004-02-24,16278.0,4564,0.3,0.170897735199,0.212499094502,0.239211717304
2004-02-25,83662.0,11901,0.307,0.189975678656,0.222401936497,0.234257255342
2004-02-26,84291.0,11661,0.309,0.19708628101,0.2309226642,0.244882155019
2004-02-27,83744.0,11288,0.239,0.175652807248,0.217491965177,0.237265084711
2004-03-01,83768.0,11029,0.256,0.174128283809,0.210124524137,0.237189237095
2004-03-02,83355.0,10760,0.257,0.199555975822,0.210967844064,0.240342769835
2004-03-03,16029.0,4543,0.261,0.209013643784,0.213485465711,0.23089119877
2004-03-04,15299.0,4463,0.261,0.198655040108,0.229271833816,0.244464022499
2004-03-05,15312.0,4465,0.375,0.23147099771,0.304678138223,0.325342340512
2004-03-08,15286.0,4417,0.381,0.220293014366,0.275788334579,0.316405644808
2004-03-09,15737.0,4528,0.369,0.262901681087,0.292522617889,0.313703553419
2004-03-10,16272.0,4601,0.382,0.271294436477,0.318938735012,0.329449986323
2004-03-11,15989.0,4507,0.389,0.287455356758,0.315153072455,0.335549108304
2004-03-12,14882.0,4299,0.404,0.290795106874,0.356972219162,0.354729336375
2004-03-15,13959.0,4107,0.393,0.243036565123,0.319580167219,0.350446759101
2004-03-16,13283.0,3963,0.393,0.231152887793,0.26916488966,0.298406541735
2004-03-17,12097.0,3675,0.399,0.210500457458,0.254527132459,0.306803121795
2004-03-18,12337.0,3783,0.391,0.255419231245,0.277851183673,0.307499098073
2004-03-19,13779.0,4132,0.384,0.240887667319,0.363085351393,0.37386056925
2004-03-22,14246.0,4247,0.397,0.25344859667,0.329053715432,0.346236916468
2004-03-23,14337.0,4257,0.317,0.199349263124,0.272509420139,0.2771921766
2004-03-24,14891.0,4359,0.321,0.148925674813,0.265582726593,0.276718448893
2004-03-25,15017.0,4359,0.311,0.15998095582,0.259446313524,0.286774063141
2004-03-26,77961.0,11302,0.312,0.170582889897,0.272098657589,0.293604642112
2004-03-29,79370.0,11084,0.314,0.188832220599,0.261965442544,0.297197047119
2004-03-30,79443.0,10850,0.231,0.198082696065,0.213892517834,0.233312309935
2004-04-01,79551.0,10639,0.277,0.227208120348,0.260041901347,0.282579171322
2004-04-02,79757.0,10354,0.296,0.194330819638,0.263358303232,0.283040717507
2004-04-05,15840.0,4299,0.285,0.192039716714,0.273716222223,0.289147070572
2004-04-06,14221.0,3965,0.309,0.191109681302,0.262652065152,0.301673788695
2004-04-07,13675.0,4023,0.41,0.303904451889,0.307222672995,0.314690602903
2004-04-08,13176.0,3966,0.421,0.321815381775,0.313825546454,0.349244120546
2004-04-09,12856.0,3920,0.437,0.267100780072,0.319974147448,0.319459696149
2004-04-12,14696.0,4308,0.427,0.291192508711,0.338914846113,0.334575585123
2004-04-13,15608.0,4522,0.434,0.213011511143,0.279421334291,0.323361935221
2004-04-14,15913.0,4431,0.415,0.226635527921,0.27519575984,0.287739200319
2004-04-15,16136.0,4455,0.425,0.271665954875,0.307068760272,0.332450499264
2004-04-16,15861.0,4441,0.435,0.287879131894,0.292855416129,0.329626597601
2004-04-19,14350.0,4148,0.425,0.256244246021,0.276061433377,0.327993761207
2004-04-20,13843.0,4182,0.399,0.253548460593,0.271544046163,0.313925104437
2004-04-21,13865.0,4241,0.403,0.246697081098,0.274942345051,0.293586330023
2004-04-22,14686.0,4399,0.401,0.258133916953,0.294932968486,0.316063667865
2004-04-23,14884.0,4368,0.345,0.207524799731,0.258303298809,0.28593307281
2004-04-26,14578.0,4329,0.336,0.213287371571,0.253928043058,0.28666599092
2004-04-27,14408.0,4155,0.34,0.209063255372,0.278165948224,0.271260171137
2004-04-28,70634.0,10765,0.348,0.226677836882,0.266337959055,0.266278807327
2004-04-29,71332.0,10476,0.343,0.244947759117,0.27418173129,0.296784789624
2004-04-30,71706.0,10235,0.253,0.179135530569,0.235494629875,0.245182745939
2004-05-03,71885.0,10007,0.274,0.16554776064,0.252556338458,0.256676851955
2004-05-04,71817.0,9761,0.293,0.174353200693,0.256065581833,0.284083469098
2004-05-05,15542.0,4473,0.28,0.163739290345,0.267824615184,0.27087868532
2004-05-06,14021.0,4242,0.284,0.162924646764,0.255386580412,0.265667872325
2004-05-07,13820.0,4266,0.406,0.283831344883,0.302810664389,0.302609646638
2004-05-10,14301.0,4369,0.409,0.315880492203,0.276734836423,0.323884552488
2004-05-11,14058.0,4350,0.434,0.286409843619,0.282079094638,0.318445186967
2004-05-12,13777.0,4147,0.415,0.282622083776,0.301377245751,0.303261128431
2004-05-13,14076.0,4159,0.39,0.245829709917,0.310356119011,0.32237745257
2004-05-14,14656.0,4108,0.389,0.221571192652,0.278855120314,0.311878067685
2004-05-17,14431.0,4082,0.391,0.225897383821,0.307762684365,0.313701362806
2004-05-18,15826.0,4307,0.392,0.27385122251,0.2969979132,0.337850505056
2004-05-19,15774.0,4331,0.398,0.30727850028,0.304986767587,0.334347693458
2004-05-20,16223.0,4546,0.4,0.26642766954,0.286801353735,0.318353081029
2004-05-21,15059.0,4394,0.291,0.212037699899,0.245766274714,0.239151840254
2004-05-24,14864.0,4329,0.295,0.227498975433,0.269561098349,0.265821328423
2004-05-25,13397.0,4119,0.321,0.251606133187,0.255246998187,0.274741551579
2004-05-26,78320.0,11578,0.331,0.247543630604,0.261708618918,0.256107452959
2004-05-27,78336.0,11263,0.332,0.247023115323,0.256381741231,0.268121640094
2004-05-28,78646.0,11044,0.243,0.164556442288,0.212997533825,0.25098191167
2004-06-01,78536.0,10799,0.242,0.211052957486,0.211401391262,0.243832936257
2004-06-02,79092.0,10566,0.251,0.24944334189,0.23149841966,0.260294475557
2004-06-03,16282.0,4434,0.264,0.270082338689,0.262264177855,0.278608260472
