Daily NYSE Group Volume in NYSE Listed,,,,
,,,,
,,,,
,Trade Date,NYSE Group Shares,NYSE Group Trades,NYSE Group Dollar Volume
2007,10/17/07,"2,147,955,744","8,381,035","$97,611,523,831"
2007,10/18/07,"1,942,850,915","7,292,562","$84,308,603,474"
2007,10/19/07,"2,625,101,750","9,409,262","$116,892,000,000"
2007,10/22/07,"2,116,155,463","8,763,620","$91,980,413,185"
2007,10/23/07,"1,941,113,970","7,720,989","$83,049,883,720"
2007,10/24/07,"2,388,157,236","9,755,962","$104,491,000,000"
2007,10/25/07,"2,411,861,313","9,724,113","$106,063,000,000"
2007,10/26/07,"2,112,139,474","8,215,959","$89,847,096,841"
2007,10/29/07,"1,812,996,577","6,948,069","$78,222,464,580"
2007,10/30/07,"1,825,784,282","7,170,470","$77,706,832,935"
2007,10/31/07,"2,387,161,844","9,165,337","$107,030,000,000"
2007,11/1/07,"2,596,158,955","10,213,162","$112,089,000,000"
2007,11/2/07,"2,546,797,988","10,646,829","$109,734,000,000"
2007,11/5/07,"2,320,740,593","9,474,162","$97,568,296,283"
2007,11/6/07,"2,266,898,022","8,920,147","$93,887,894,762"
2007,11/7/07,"2,537,145,207","10,348,585","$105,575,000,000"
2007,11/8/07,"3,288,264,877","13,361,004","$139,064,000,000"
2007,11/9/07,"2,758,505,463","11,483,515","$113,698,000,000"
2007,11/12/07,"2,581,044,637","10,868,222","$109,080,000,000"
2007,11/13/07,"2,502,455,700","9,654,372","$105,909,000,000"
2007,11/14/07,"2,400,522,185","9,340,988","$100,261,000,000"
2007,11/15/07,"2,270,141,301","9,246,777","$93,748,785,896"
2007,11/16/07,"2,517,295,511","9,532,498","$104,230,000,000"
2007,11/19/07,"2,457,224,037","9,508,556","$96,046,217,266"
2007,11/20/07,"2,904,983,566","11,610,654","$111,579,000,000"
2007,11/21/07,"2,393,186,154","9,700,243","$93,660,679,866"
2007,11/23/07,"914,716,019","3,451,212","$36,225,750,929"
2007,11/26/07,"2,211,567,869","8,831,354","$89,502,855,840"
2007,11/27/07,"2,525,352,064","10,200,436","$99,170,559,226"
2007,11/28/07,"2,644,283,868","10,461,819","$108,525,000,000"
2007,11/29/07,"2,036,296,148","8,563,888","$84,000,690,556"
2007,11/30/07,"2,835,782,482","9,399,879","$114,485,000,000"
2007,12/3/07,"2,007,863,051","7,901,912","$80,152,516,910"
2007,12/4/07,"1,971,243,743","7,792,805","$78,853,506,695"
2007,12/5/07,"2,124,288,395","8,242,565","$86,295,950,905"
2007,12/6/07,"1,986,501,809","7,847,462","$77,219,178,870"
2007,12/7/07,"1,750,140,044","6,833,494","$69,148,771,327"
2007,12/10/07,"1,695,403,256","6,664,000","$66,975,715,052"
2007,12/11/07,"2,324,011,744","9,422,808","$92,506,030,380"
2007,12/12/07,"2,605,062,849","10,651,106","$104,786,000,000"
2007,12/13/07,"2,132,937,243","8,668,381","$83,767,596,821"
2007,12/14/07,"1,947,561,703","8,006,914","$75,575,670,190"
2007,12/17/07,"2,088,768,050","8,532,225","$82,051,011,832"
2007,12/18/07,"2,165,366,113","8,858,652","$84,817,682,081"
2007,12/19/07,"1,895,036,653","7,548,642","$72,550,569,975"
2007,12/20/07,"2,007,229,593","7,829,042","$74,502,343,813"
2007,12/21/07,"3,214,993,347","7,426,151","$122,698,000,000"
2007,12/24/07,"731,060,592","2,787,022","$27,652,086,688"
2007,12/26/07,"1,162,951,355","4,627,635","$43,840,445,267"
2007,12/27/07,"1,366,571,384","5,314,155","$51,092,941,910"
2007,12/28/07,"1,378,372,420","5,203,909","$49,772,292,278"
2007,12/31/07,"1,547,778,108","5,250,581","$53,737,684,893"
2007,,,,
2007,,,,
2007,,,,
2007,,,,
2008,1/2/08,"2,022,233,225","8,327,632","$78,103,090,072"
2008,1/3/08,"1,976,744,150","7,728,799","$74,894,201,491"
2008,1/4/08,"2,387,767,436","9,499,115","$88,636,641,527"
2008,1/7/08,"2,501,786,029","10,457,893","$97,144,308,643"
2008,1/8/08,"2,691,172,343","10,851,036","$100,936,000,000"
2008,1/9/08,"2,968,372,905","11,869,754","$108,326,000,000"
2008,1/10/08,"3,013,151,214","12,375,604","$110,101,000,000"
2008,1/11/08,"2,581,457,433","10,323,183","$95,276,590,116"
2008,1/14/08,"2,075,142,644","8,230,059","$77,813,900,664"
2008,1/15/08,"2,625,167,676","10,331,004","$98,202,777,601"
2008,1/16/08,"3,050,291,666","12,208,019","$114,756,000,000"
2008,1/17/08,"3,198,733,330","12,908,962","$119,686,000,000"
2008,1/18/08,"3,538,909,164","13,530,263","$128,579,000,000"
2008,1/22/08,"3,790,772,256","15,692,248","$137,629,000,000"
2008,1/23/08,"4,312,391,886","18,158,117","$153,063,000,000"
2008,1/24/08,"3,295,670,852","13,224,842","$119,636,000,000"
2008,1/25/08,"2,803,554,252","11,835,160","$104,045,000,000"
2008,1/28/08,"2,451,319,564","10,176,199","$90,144,516,954"
2008,1/29/08,"2,361,551,130","9,638,384","$86,893,228,824"
2008,1/30/08,"2,705,302,869","11,380,783","$101,869,000,000"
2008,1/31/08,"3,304,457,458","12,840,001","$126,554,000,000"
2008,2/1/08,"2,651,126,328","10,891,007","$100,301,000,000"
2008,2/4/08,"2,007,384,062","8,359,976","$73,850,045,865"
2008,2/5/08,"2,586,698,001","10,495,686","$96,411,826,415"
2008,2/6/08,"2,387,350,688","9,623,962","$91,464,627,119"
2008,2/7/08,"2,600,091,058","11,075,578","$96,991,871,005"
2008,2/8/08,"2,202,262,828","9,366,239","$80,474,254,285"
2008,2/11/08,"2,129,649,005","9,261,517","$78,965,207,083"
2008,2/12/08,"2,308,633,508","9,655,206","$88,356,106,109"
2008,2/13/08,"2,201,523,283","9,057,343","$83,124,885,965"
2008,2/14/08,"2,107,586,878","8,931,394","$78,632,710,229"
2008,2/15/08,"2,152,338,073","8,126,787","$81,312,287,907"
2008,2/19/08,"2,167,442,322","8,792,204","$80,110,459,117"
2008,2/20/08,"2,271,486,462","9,772,215","$85,505,883,032"
2008,2/21/08,"2,149,870,382","8,911,405","$81,989,031,530"
2008,2/22/08,"2,098,836,003","9,004,925","$77,407,794,238"
2008,2/25/08,"2,246,703,870","9,770,131","$84,445,587,685"
2008,2/26/08,"2,305,964,065","9,566,919","$86,576,040,250"
2008,2/27/08,"2,205,682,316","9,275,591","$83,997,285,946"
2008,2/28/08,"2,199,293,773","8,874,615","$80,578,867,406"
2008,2/29/08,"2,642,831,718","9,499,696","$95,824,493,560"
2008,3/3/08,"2,354,590,270","9,656,923","$83,008,795,183"
2008,3/4/08,"2,702,159,550","11,229,082","$97,614,458,661"
2008,3/5/08,"2,431,326,550","10,180,655","$87,860,210,443"
2008,3/6/08,"2,477,429,976","9,986,914","$85,354,980,361"
2008,3/7/08,"2,607,487,161","10,861,595","$88,983,333,475"
2008,3/10/08,"2,484,921,112","10,399,362","$87,540,742,885"
2008,3/11/08,"3,003,379,483","11,989,948","$105,992,000,000"
2008,3/12/08,"2,440,581,896","9,932,775","$85,301,334,252"
2008,3/13/08,"2,868,328,878","11,856,403","$100,649,000,000"
2008,3/14/08,"2,946,116,135","13,206,740","$105,582,000,000"
2008,3/17/08,"3,212,974,062","13,863,409","$108,238,000,000"
2008,3/18/08,"2,984,956,618","12,487,492","$104,269,000,000"
2008,3/19/08,"3,053,166,705","12,566,660","$112,917,000,000"
2008,3/20/08,"3,846,817,265","11,497,242","$131,901,000,000"
2008,3/24/08,"2,467,857,673","10,113,505","$85,637,997,453"
2008,3/25/08,"2,301,341,223","9,356,064","$81,375,589,122"
2008,3/26/08,"2,225,159,111","8,824,521","$78,102,136,249"
2008,3/27/08,"2,218,343,332","9,302,616","$78,786,933,751"
2008,3/28/08,"2,078,280,245","8,187,881","$70,688,286,997"
2008,3/31/08,"2,468,610,516","8,801,517","$83,338,834,484"
2008,4/1/08,"2,652,782,899","10,253,483","$94,505,164,265"
2008,4/2/08,"2,323,470,658","9,898,743","$83,129,970,717"
2008,4/3/08,"2,082,063,704","9,015,581","$75,473,510,272"
2008,4/4/08,"2,050,342,348","8,715,284","$75,237,201,768"
2008,4/7/08,"2,040,048,652","8,542,775","$75,215,752,338"
2008,4/8/08,"1,945,239,917","8,017,107","$68,327,334,645"
2008,4/9/08,"1,978,130,970","8,370,565","$72,830,476,406"
2008,4/10/08,"2,046,151,096","8,619,861","$74,028,219,032"
2008,4/11/08,"2,022,012,267","7,927,706","$71,560,479,497"
2008,4/14/08,"1,963,925,952","7,938,370","$71,620,088,370"
2008,4/15/08,"1,996,958,223","8,339,422","$72,681,932,720"
2008,4/16/08,"2,357,003,422","9,216,288","$89,841,919,397"
2008,4/17/08,"2,012,005,907","8,499,261","$77,250,771,437"
2008,4/18/08,"2,293,645,075","8,802,990","$91,103,956,526"
2008,4/21/08,"1,836,699,381","7,471,397","$69,971,389,246"
2008,4/22/08,"2,161,036,747","8,892,864","$81,464,661,646"
2008,4/23/08,"2,234,958,713","8,957,451","$83,277,702,798"
2008,4/24/08,"2,382,174,760","9,834,426","$89,136,271,551"
2008,4/25/08,"2,063,838,270","8,454,696","$76,911,382,786"
2008,4/28/08,"1,923,852,255","7,529,142","$72,711,392,875"
2008,4/29/08,"1,989,324,125","8,115,223","$78,874,855,833"
2008,4/30/08,"2,481,456,125","9,913,878","$95,677,304,509"
2008,5/1/08,"2,303,651,114","10,066,190","$90,098,605,424"
2008,5/2/08,"2,091,014,312","8,979,795","$80,136,281,680"
2008,5/5/08,"1,776,830,920","7,773,922","$66,611,855,073"
2008,5/6/08,"2,030,131,346","8,733,337","$77,251,150,974"
2008,5/7/08,"2,110,236,241","9,249,032","$81,869,350,822"
2008,5/8/08,"2,030,942,651","8,946,550","$76,649,109,672"
2008,5/9/08,"1,868,466,399","8,153,041","$69,177,514,566"
2008,5/12/08,"1,799,799,377","7,901,915","$68,551,878,130"
2008,5/13/08,"2,090,572,812","8,575,840","$79,265,228,961"
2008,5/14/08,"2,068,908,179","8,455,242","$79,054,839,646"
2008,5/15/08,"2,035,320,658","8,545,176","$80,038,190,955"
2008,5/16/08,"2,100,385,042","8,309,451","$82,834,845,104"
2008,5/19/08,"1,933,742,094","8,477,226","$76,833,969,008"
2008,5/20/08,"2,074,719,845","8,864,008","$81,500,724,554"
2008,5/21/08,"2,378,757,336","10,224,699","$93,778,630,540"
2008,5/22/08,"2,034,905,549","8,728,827","$77,587,473,662"
2008,5/23/08,"1,835,876,354","7,984,556","$69,678,795,286"
2008,5/27/08,"1,921,042,780","7,809,091","$71,132,009,526"
2008,5/28/08,"2,018,887,201","8,631,588","$76,664,940,535"
2008,5/29/08,"2,011,967,971","8,738,760","$77,781,678,569"
2008,5/30/08,"2,308,021,925","7,771,358","$86,218,790,372"
2008,6/2/08,"1,982,151,804","8,823,362","$75,781,593,539"
2008,6/3/08,"2,242,891,342","10,015,475","$87,782,004,658"
2008,6/4/08,"2,259,443,776","9,971,059","$84,090,836,549"
2008,6/5/08,"2,232,399,730","9,429,172","$84,992,108,251"
2008,6/6/08,"2,530,409,139","11,401,241","$96,593,787,344"
2008,6/9/08,"2,170,296,189","9,183,167","$79,382,548,950"
2008,6/10/08,"2,393,916,335","10,585,476","$87,624,276,444"
2008,6/11/08,"2,404,769,740","10,683,042","$86,877,061,718"
2008,6/12/08,"2,364,039,539","10,295,436","$83,939,166,741"
2008,6/13/08,"2,096,795,262","9,265,390","$74,926,508,040"
2008,6/16/08,"1,927,624,548","8,604,080","$70,523,173,137"
2008,6/17/08,"1,920,133,477","8,736,519","$72,879,739,871"
2008,6/18/08,"2,285,016,887","10,122,260","$82,267,233,178"
2008,6/19/08,"2,371,256,290","10,741,544","$84,587,675,499"
2008,6/20/08,"3,187,370,437","10,633,527","$110,190,000,000"
2008,6/23/08,"2,064,587,038","9,392,706","$72,583,257,712"
2008,6/24/08,"2,391,227,302","10,735,788","$82,631,338,051"
2008,6/25/08,"2,469,858,024","11,258,488","$90,138,984,737"
2008,6/26/08,"2,685,580,508","11,443,874","$91,702,194,737"
2008,6/27/08,"4,482,425,526","11,580,884","$130,778,000,000"
2008,6/30/08,"2,728,504,530","11,124,630","$93,243,969,547"
2008,7/1/08,"2,999,273,211","13,863,585","$100,727,000,000"
2008,7/2/08,"2,754,067,923","13,005,563","$99,273,667,546"
2008,7/3/08,"1,694,982,991","8,089,580","$60,118,841,213"
2008,7/7/08,"2,785,392,118","12,957,832","$93,057,336,438"
2008,7/8/08,"3,120,143,756","14,375,848","$106,147,000,000"
2008,7/9/08,"2,690,738,825","12,121,861","$90,448,173,561"
2008,7/10/08,"2,926,157,180","14,251,568","$94,862,827,702"
2008,7/11/08,"3,338,856,462","15,584,908","$99,817,191,514"
2008,7/14/08,"2,692,964,667","12,589,588","$79,930,450,931"
2008,7/15/08,"3,630,485,151","16,535,410","$109,088,000,000"
2008,7/16/08,"3,406,637,722","14,790,037","$108,926,000,000"
2008,7/17/08,"3,783,572,180","16,790,825","$127,697,000,000"
2008,7/18/08,"2,969,196,230","12,181,368","$100,565,000,000"
2008,7/21/08,"2,387,545,963","10,705,422","$80,709,621,784"
2008,7/22/08,"3,134,193,838","14,259,494","$102,249,000,000"
2008,7/23/08,"3,345,452,444","15,217,354","$112,204,000,000"
2008,7/24/08,"3,112,655,725","13,975,842","$106,294,000,000"
2008,7/25/08,"2,425,838,069","11,284,396","$79,105,646,551"
2008,7/28/08,"2,231,056,516","10,492,757","$72,583,448,615"
2008,7/29/08,"2,755,185,157","12,653,018","$90,489,169,321"
2008,7/30/08,"2,840,319,522","13,470,171","$99,433,050,911"
2008,7/31/08,"2,745,545,556","12,199,321","$92,876,228,675"
2008,8/1/08,"2,344,793,952","11,342,545","$77,265,904,066"
2008,8/4/08,"2,297,415,471","11,268,241","$78,094,320,201"
2008,8/5/08,"2,740,837,016","13,062,645","$95,096,285,125"
2008,8/6/08,"2,441,215,924","11,440,411","$81,509,691,069"
2008,8/7/08,"2,572,808,962","11,913,552","$81,986,471,212"
2008,8/8/08,"2,424,813,898","11,456,871","$79,530,000,833"
2008,8/11/08,"2,512,393,442","12,257,546","$83,393,662,905"
2008,8/12/08,"2,293,780,945","11,612,867","$78,650,079,567"
2008,8/13/08,"2,427,857,648","11,773,825","$83,133,493,370"
2008,8/14/08,"2,041,407,180","10,299,469","$69,215,503,374"
2008,8/15/08,"2,153,655,999","9,540,302","$73,525,201,919"
2008,8/18/08,"1,917,599,749","9,239,692","$63,693,244,827"
2008,8/19/08,"2,081,955,288","10,026,755","$67,524,407,049"
2008,8/20/08,"2,212,935,956","10,515,864","$70,108,644,839"
2008,8/21/08,"1,940,266,336","9,534,263","$63,518,287,252"
2008,8/22/08,"1,790,894,942","8,506,778","$55,900,910,186"
2008,8/25/08,"1,688,409,311","8,074,625","$51,706,463,795"
2008,8/26/08,"1,713,341,988","8,090,299","$52,667,963,706"
2008,8/27/08,"1,679,834,498","8,056,355","$51,793,972,274"
2008,8/28/08,"1,849,145,309","8,539,726","$58,499,899,510"
2008,8/29/08,"1,717,829,989","7,308,651","$55,105,028,403"
2008,9/2/08,"2,368,695,303","11,475,124","$79,365,136,795"
2008,9/3/08,"2,502,434,647","11,823,101","$81,814,233,090"
2008,9/4/08,"2,641,762,527","12,686,168","$86,885,931,283"
2008,9/5/08,"2,526,971,275","12,614,878","$83,653,312,077"
2008,9/8/08,"3,576,156,578","16,060,128","$104,521,000,000"
2008,9/9/08,"3,570,903,774","16,816,213","$108,658,000,000"
2008,9/10/08,"3,224,672,895","14,787,450","$93,329,200,967"
2008,9/11/08,"3,344,629,709","15,915,676","$97,081,387,923"
2008,9/12/08,"3,031,828,190","14,430,806","$87,941,554,166"
2008,9/15/08,"4,145,272,306","18,672,255","$116,907,000,000"
2008,9/16/08,"4,862,254,195","22,555,840","$136,703,000,000"
2008,9/17/08,"4,692,576,140","21,814,040","$137,026,000,000"
2008,9/18/08,"5,344,320,258","25,392,688","$160,271,000,000"
2008,9/19/08,"5,359,452,742","17,941,000","$166,389,000,000"
2008,9/22/08,"2,623,561,000","12,223,137","$82,953,284,310"
2008,9/23/08,"2,508,650,662","12,262,084","$76,214,387,967"
2008,9/24/08,"2,291,399,605","10,433,389","$68,545,795,929"
2008,9/25/08,"2,633,775,504","11,880,703","$74,258,573,818"
2008,9/26/08,"2,588,575,771","11,377,881","$73,018,296,630"
2008,9/29/08,"4,107,344,713","17,856,109","$113,391,000,000"
2008,9/30/08,"3,195,133,793","13,402,649","$90,572,635,331"
2008,10/1/08,"2,861,386,315","12,777,814","$78,111,838,142"
2008,10/2/08,"3,199,323,427","14,785,330","$94,932,563,415"
2008,10/3/08,"3,185,846,060","15,511,115","$88,502,072,580"
2008,10/6/08,"4,058,748,674","19,974,815","$109,818,000,000"
2008,10/7/08,"3,542,541,978","17,430,934","$94,265,146,391"
2008,10/8/08,"4,625,577,832","23,094,819","$120,011,000,000"
2008,10/9/08,"4,191,838,536","19,892,278","$102,551,000,000"
2008,10/10/08,"6,106,800,904","29,488,594","$140,355,000,000"
2008,10/13/08,"3,707,660,756","17,209,583","$93,626,991,653"
2008,10/14/08,"4,180,412,899","21,368,827","$111,514,000,000"
2008,10/15/08,"3,495,093,751","17,205,418","$88,778,530,802"
2008,10/16/08,"4,306,213,142","22,733,511","$103,886,000,000"
2008,10/17/08,"3,497,870,542","16,877,042","$86,452,705,716"
2008,10/20/08,"2,672,186,412","13,411,082","$67,209,343,916"
2008,10/21/08,"2,637,767,264","13,619,435","$66,151,488,356"
2008,10/22/08,"3,305,326,768","15,947,979","$78,957,625,672"
2008,10/23/08,"3,745,902,743","19,736,665","$87,813,308,593"
2008,10/24/08,"3,427,363,962","17,127,395","$74,712,307,790"
2008,10/27/08,"2,927,431,760","14,656,258","$64,552,655,799"
2008,10/28/08,"3,622,133,068","17,561,411","$81,962,924,802"
2008,10/29/08,"3,529,095,459","17,599,641","$83,459,689,879"
2008,10/30/08,"2,975,769,891","14,827,093","$71,360,296,165"
2008,10/31/08,"3,176,861,090","14,546,717","$75,314,050,211"
2008,11/3/08,"2,104,485,182","10,283,285","$50,531,158,715"
2008,11/4/08,"2,575,547,626","12,043,160","$65,437,395,231"
2008,11/5/08,"2,559,830,520","12,232,499","$63,626,565,109"
2008,11/6/08,"2,646,670,886","11,840,278","$61,683,966,888"
2008,11/7/08,"2,156,528,157","9,500,663","$50,279,945,837"
2008,11/10/08,"2,026,054,972","8,788,806","$46,012,273,378"
2008,11/11/08,"2,115,739,991","9,887,690","$46,795,594,523"
2008,11/12/08,"2,474,928,640","10,641,555","$52,491,221,010"
2008,11/13/08,"3,465,941,441","15,187,681","$75,815,290,419"
2008,11/14/08,"2,534,545,481","11,903,719","$56,738,623,646"
2008,11/17/08,"2,242,991,463","10,471,804","$49,160,598,888"
2008,11/18/08,"2,697,867,782","11,587,213","$58,601,268,334"
2008,11/19/08,"2,789,752,064","12,264,454","$56,348,997,392"
2008,11/20/08,"3,863,589,827","16,614,024","$71,928,552,797"
2008,11/21/08,"4,123,567,684","16,681,996","$74,236,937,388"
2008,11/24/08,"3,464,796,601","14,205,071","$69,224,881,487"
2008,11/25/08,"3,099,218,187","13,037,221","$63,933,128,380"
2008,11/26/08,"2,418,379,114","10,567,336","$49,419,817,283"
2008,11/28/08,"1,241,352,020","4,515,743","$24,528,484,923"
2008,12/1/08,"2,652,680,175","11,099,903","$53,532,005,704"
2008,12/2/08,"2,701,274,760","11,991,097","$54,793,161,161"
2008,12/3/08,"2,631,990,015","12,227,476","$53,674,481,153"
2008,12/4/08,"2,487,621,955","11,376,041","$52,063,519,713"
2008,12/5/08,"2,670,046,336","11,786,373","$56,605,080,174"
2008,12/8/08,"2,873,315,576","12,204,785","$63,001,172,570"
2008,12/9/08,"2,400,627,829","11,067,348","$53,255,513,669"
2008,12/10/08,"2,180,045,568","9,900,373","$47,437,591,963"
2008,12/11/08,"2,358,307,747","10,024,787","$51,648,549,890"
2008,12/12/08,"2,282,358,832","10,228,788","$47,867,427,809"
2008,12/15/08,"1,989,498,712","8,823,635","$43,398,153,922"
2008,12/16/08,"2,594,364,291","11,315,725","$58,886,663,407"
2008,12/17/08,"2,317,210,585","10,497,879","$51,330,698,232"
2008,12/18/08,"2,317,443,581","10,204,678","$53,114,384,790"
2008,12/19/08,"3,557,924,471","9,557,525","$78,072,375,026"
2008,12/22/08,"1,939,742,206","8,055,528","$40,674,221,664"
2008,12/23/08,"1,557,351,284","6,973,580","$31,582,669,646"
2008,12/24/08,"622,717,019","2,711,488","$11,994,888,814"
2008,12/26/08,"772,682,849","3,307,763","$15,098,867,103"
2008,12/29/08,"1,370,615,003","5,659,063","$28,334,313,825"
2008,12/30/08,"1,493,998,426","5,867,529","$31,836,202,658"
2008,12/31/08,"1,875,857,502","6,399,111","$38,741,409,661"
2008,,,,
2008,,,,
2009,1/2/09,"1,570,471,898","6,712,124","$36,061,083,957"
2009,1/5/09,"2,163,572,618","8,930,265","$49,910,765,435"
2009,1/6/09,"2,142,634,562","9,909,211","$51,218,946,205"
2009,1/7/09,"1,969,092,025","8,535,000","$45,927,542,363"
2009,1/8/09,"1,929,015,200","8,552,295","$44,590,762,832"
2009,1/9/09,"1,789,006,480","7,943,287","$40,049,103,268"
2009,1/12/09,"2,063,720,915","8,142,395","$43,526,777,636"
2009,1/13/09,"2,074,389,331","9,142,731","$45,203,602,466"
2009,1/14/09,"2,303,477,505","9,516,931","$47,074,533,590"
2009,1/15/09,"2,883,561,574","11,972,718","$56,548,551,273"
2009,1/16/09,"2,615,712,321","10,438,251","$53,964,271,210"
2009,1/20/09,"2,785,131,302","11,177,498","$54,467,423,965"
2009,1/21/09,"2,815,174,639","11,482,265","$56,171,490,760"
2009,1/22/09,"2,495,825,358","10,847,891","$51,319,273,819"
2009,1/23/09,"2,407,779,053","10,596,189","$49,013,713,821"
2009,1/26/09,"2,143,841,705","9,748,242","$46,262,260,133"
2009,1/27/09,"1,988,011,029","8,819,306","$42,416,818,359"
2009,1/28/09,"2,602,247,436","10,960,126","$55,426,509,325"
2009,1/29/09,"2,260,441,275","9,368,237","$46,622,135,001"
2009,1/30/09,"2,405,219,250","10,169,431","$51,760,730,622"
2009,2/2/09,"2,147,019,128","9,576,198","$43,057,279,521"
2009,2/3/09,"2,216,708,761","9,558,152","$45,232,193,143"
2009,2/4/09,"2,380,067,745","10,447,667","$46,840,988,323"
2009,2/5/09,"2,789,858,103","12,152,071","$55,359,464,458"
2009,2/6/09,"2,766,066,250","11,256,893","$56,437,219,468"
2009,2/9/09,"2,147,340,232","8,897,708","$44,573,928,587"
2009,2/10/09,"2,913,319,964","12,587,025","$58,050,020,710"
2009,2/11/09,"2,239,743,003","9,993,101","$45,197,986,438"
2009,2/12/09,"2,426,613,100","11,250,833","$49,644,383,492"
2009,2/13/09,"1,977,371,129","9,095,044","$40,521,390,164"
2009,2/17/09,"2,572,344,759","11,394,098","$50,979,729,967"
2009,2/18/09,"2,396,987,524","10,823,505","$45,985,114,920"
2009,2/19/09,"2,467,136,415","10,075,485","$45,764,646,241"
2009,2/20/09,"3,470,142,954","13,376,400","$58,348,538,833"
2009,2/23/09,"2,702,724,450","11,307,454","$46,466,956,867"
2009,2/24/09,"3,045,164,538","12,201,233","$53,621,287,516"
2009,2/25/09,"3,073,307,245","12,752,965","$55,594,369,040"
2009,2/26/09,"2,646,022,673","11,680,653","$48,777,778,962"
2009,2/27/09,"3,929,142,583","13,100,102","$60,075,261,561"
2009,3/2/09,"3,257,080,968","11,932,043","$51,032,008,284"
2009,3/3/09,"2,979,023,133","11,796,858","$48,785,471,651"
2009,3/4/09,"3,098,800,937","12,466,146","$52,292,014,922"
2009,3/5/09,"3,106,582,035","11,902,770","$50,492,771,745"
2009,3/6/09,"3,001,069,324","12,466,716","$50,743,062,858"
2009,3/9/09,"2,610,397,894","11,072,600","$44,996,606,810"
2009,3/10/09,"3,533,386,731","12,438,317","$56,884,890,559"
2009,3/11/09,"2,910,757,104","11,513,127","$48,821,077,890"
2009,3/12/09,"2,985,884,580","11,495,814","$53,179,991,946"
2009,3/13/09,"2,682,133,376","10,387,954","$46,822,289,078"
2009,3/16/09,"3,086,190,918","10,197,008","$49,659,499,366"
2009,3/17/09,"2,468,815,511","9,534,207","$44,073,757,981"
2009,3/18/09,"3,546,944,989","12,962,088","$60,371,331,487"
2009,3/19/09,"3,391,960,590","11,898,848","$56,144,225,974"
2009,3/20/09,"3,689,302,645","9,802,018","$66,088,425,389"
2009,3/23/09,"3,153,375,258","10,869,712","$57,993,566,418"
2009,3/24/09,"2,719,821,626","10,503,812","$50,775,442,212"
2009,3/25/09,"3,044,294,481","11,916,604","$57,083,062,446"
2009,3/26/09,"2,900,669,762","11,802,564","$58,633,666,307"
2009,3/27/09,"2,307,096,787","9,367,278","$43,723,274,598"
2009,3/30/09,"2,474,972,663","9,089,060","$44,980,425,507"
2009,3/31/09,"2,615,040,203","9,427,364","$49,957,526,848"
2009,4/1/09,"2,464,919,140","9,947,591","$48,671,499,180"
2009,4/2/09,"3,050,445,559","11,582,002","$60,401,116,848"
2009,4/3/09,"2,415,095,837","9,457,173","$48,327,128,129"
2009,4/6/09,"2,140,730,346","8,702,651","$42,576,613,122"
2009,4/7/09,"2,112,579,622","8,306,500","$40,620,698,944"
2009,4/8/09,"2,189,640,715","8,273,577","$40,708,575,158"
2009,4/9/09,"3,028,812,649","10,423,379","$56,850,732,311"
2009,4/13/09,"2,453,784,679","9,083,013","$45,364,395,188"
2009,4/14/09,"2,866,265,063","9,934,506","$53,742,912,084"
2009,4/15/09,"2,438,485,655","9,268,674","$46,521,196,548"
2009,4/16/09,"2,599,177,910","9,921,193","$50,309,372,286"
2009,4/17/09,"2,969,535,502","9,548,708","$58,401,511,235"
2009,4/20/09,"2,734,605,200","9,441,527","$50,632,334,998"
2009,4/21/09,"2,833,637,741","10,605,701","$53,142,841,672"
2009,4/22/09,"2,891,253,328","11,594,737","$58,086,750,154"
2009,4/23/09,"2,549,322,556","10,625,959","$52,337,244,770"
2009,4/24/09,"2,765,836,858","11,078,786","$56,852,954,448"
2009,4/27/09,"2,214,924,274","9,259,688","$45,959,214,352"
2009,4/28/09,"2,055,267,766","8,643,037","$41,758,663,041"
2009,4/29/09,"2,339,632,896","9,664,948","$50,171,025,234"
2009,4/30/09,"2,738,317,840","10,360,636","$59,366,410,317"
2009,5/1/09,"2,032,817,492","8,637,046","$44,255,771,518"
2009,5/4/09,"2,763,209,695","10,499,108","$59,226,253,880"
2009,5/5/09,"2,537,881,967","9,850,979","$50,752,775,349"
2009,5/6/09,"3,186,729,577","11,812,474","$63,994,338,155"
2009,5/7/09,"3,412,171,652","12,639,288","$69,471,952,398"
2009,5/8/09,"3,168,586,406","11,701,814","$68,246,604,747"
2009,5/11/09,"2,413,131,358","9,461,619","$51,394,336,315"
2009,5/12/09,"2,686,916,370","10,468,640","$56,742,496,618"
2009,5/13/09,"2,873,290,942","10,484,911","$56,333,066,590"
2009,5/14/09,"2,464,740,790","9,380,917","$49,445,338,521"
2009,5/15/09,"2,276,969,168","8,745,633","$49,249,420,032"
2009,5/18/09,"2,176,713,419","8,231,397","$47,464,338,497"
2009,5/19/09,"2,212,199,602","8,807,750","$48,742,092,352"
2009,5/20/09,"2,726,448,737","10,098,161","$57,662,771,020"
2009,5/21/09,"2,352,318,784","8,735,902","$46,880,443,885"
2009,5/22/09,"1,678,103,737","6,596,792","$35,081,890,475"
2009,5/26/09,"2,203,388,987","8,607,054","$47,529,255,791"
2009,5/27/09,"2,193,559,798","8,679,654","$48,101,967,929"
2009,5/28/09,"2,206,925,702","8,590,204","$46,309,028,328"
2009,5/29/09,"2,791,520,066","8,204,645","$59,757,956,802"
2009,6/1/09,"2,396,497,810","9,207,403","$53,632,797,438"
