Daily NYSE Group Volume in NYSE Listed,,,,
,,,,
,,,,
,Trade Date,NYSE Group Shares,NYSE Group Trades,NYSE Group Dollar Volume
2009,6/2/09,"2,298,419,895","8,913,827","$53,010,167,842"
2009,6/3/09,"2,083,952,526","8,074,786","$48,878,162,728"
2009,6/4/09,"2,155,787,062","7,914,546","$51,244,129,277"
2009,6/5/09,"2,088,932,941","8,510,750","$50,005,578,125"
2009,6/8/09,"1,760,066,615","7,211,159","$40,626,483,506"
2009,6/9/09,"1,686,701,377","6,916,047","$39,722,586,483"
2009,6/10/09,"2,016,671,089","8,180,877","$45,975,998,432"
2009,6/11/09,"2,020,683,726","8,185,018","$46,230,769,673"
2009,6/12/09,"1,573,010,192","6,483,623","$36,125,080,204"
2009,6/15/09,"1,820,843,085","7,365,387","$41,572,922,759"
2009,6/16/09,"1,895,689,434","7,727,454","$42,568,943,437"
2009,6/17/09,"2,150,810,914","8,650,554","$46,816,745,472"
2009,6/18/09,"1,780,842,175","7,078,795","$38,886,467,948"
2009,6/19/09,"2,941,278,997","6,962,729","$66,224,736,902"
2009,6/22/09,"2,146,507,988","7,929,805","$46,825,763,166"
2009,6/23/09,"1,934,397,108","7,775,847","$40,600,727,807"
2009,6/24/09,"1,802,431,264","7,760,785","$40,185,043,757"
2009,6/25/09,"1,989,823,360","7,877,747","$44,395,974,650"
2009,6/26/09,"4,116,511,944","6,905,677","$74,967,209,669"
2009,6/29/09,"1,659,090,239","6,106,351","$36,082,476,244"
2009,6/30/09,"2,082,529,862","6,861,449","$45,582,108,819"
2009,7/1/09,"1,504,594,768","6,131,597","$34,368,704,733"
2009,7/2/09,"1,314,907,618","5,487,495","$29,948,531,695"
2009,7/6/09,"1,847,154,964","7,021,706","$40,076,897,654"
2009,7/7/09,"1,787,457,413","7,030,252","$38,788,775,733"
2009,7/8/09,"2,380,754,407","8,936,506","$49,580,512,170"
2009,7/9/09,"1,640,593,753","6,740,890","$35,294,558,989"
2009,7/10/09,"1,480,444,496","6,179,905","$32,584,783,392"
2009,7/13/09,"1,865,238,187","6,858,428","$40,763,920,674"
2009,7/14/09,"1,590,923,169","6,495,189","$35,450,985,236"
2009,7/15/09,"2,070,624,830","7,017,332","$46,416,231,579"
2009,7/16/09,"1,849,731,728","6,496,930","$39,151,346,467"
2009,7/17/09,"1,976,136,981","6,254,829","$42,428,123,874"
2009,7/20/09,"1,813,531,182","6,569,441","$38,813,711,999"
2009,7/21/09,"1,960,330,306","7,189,988","$42,722,507,320"
2009,7/22/09,"1,756,025,293","6,942,204","$39,502,999,062"
2009,7/23/09,"2,231,302,549","8,408,810","$52,779,836,697"
2009,7/24/09,"1,587,429,567","6,224,129","$36,139,924,158"
2009,7/27/09,"1,694,616,741","6,163,800","$35,644,038,565"
2009,7/28/09,"1,990,290,112","7,031,832","$40,733,619,800"
2009,7/29/09,"1,991,782,978","6,830,350","$40,115,653,654"
2009,7/30/09,"2,195,267,900","7,809,145","$47,365,521,507"
2009,7/31/09,"2,368,459,151","6,838,305","$48,137,148,221"
2009,8/3/09,"2,039,393,757","7,340,705","$46,240,024,548"
2009,8/4/09,"2,136,263,247","7,585,064","$47,408,547,818"
2009,8/5/09,"2,963,296,306","7,514,539","$49,176,164,244"
2009,8/6/09,"2,393,108,176","7,791,246","$47,113,252,742"
2009,8/7/09,"2,490,627,354","7,770,686","$48,937,750,927"
2009,8/10/09,"1,883,934,678","6,198,326","$36,712,622,240"
2009,8/11/09,"2,040,034,851","6,322,770","$39,224,528,240"
2009,8/12/09,"1,994,131,931","6,627,399","$41,477,983,712"
2009,8/13/09,"1,601,494,926","5,689,167","$35,272,295,531"
2009,8/14/09,"1,748,792,096","5,973,996","$36,490,163,584"
2009,8/17/09,"1,898,236,345","6,328,904","$41,368,715,102"
2009,8/18/09,"1,542,939,219","5,442,340","$34,624,463,889"
2009,8/19/09,"1,592,616,453","5,824,159","$36,771,228,713"
2009,8/20/09,"1,653,217,393","5,407,576","$35,171,499,995"
2009,8/21/09,"2,165,152,705","6,017,900","$49,028,333,393"
2009,8/24/09,"1,973,253,217","6,074,091","$39,235,890,102"
2009,8/25/09,"1,911,917,124","6,281,596","$40,095,033,162"
2009,8/26/09,"1,817,890,223","5,927,566","$39,513,195,561"
2009,8/27/09,"1,902,645,291","6,173,762","$39,684,769,060"
2009,8/28/09,"1,893,826,409","6,021,244","$39,302,264,772"
2009,8/31/09,"2,042,849,925","6,087,778","$46,281,774,509"
2009,9/1/09,"2,505,321,557","8,544,230","$54,537,480,808"
2009,9/2/09,"2,115,401,086","7,019,256","$44,555,690,674"
2009,9/3/09,"1,765,899,502","6,122,547","$40,613,336,216"
2009,9/4/09,"1,539,071,546","5,296,588","$34,315,315,449"
2009,9/8/09,"2,042,756,502","6,302,540","$47,841,396,787"
2009,9/9/09,"1,866,175,853","6,529,279","$44,697,507,815"
2009,9/10/09,"2,139,517,950","6,458,574","$48,384,903,929"
2009,9/11/09,"1,956,770,815","6,888,901","$48,571,636,999"
2009,9/14/09,"1,811,549,321","5,989,733","$41,264,705,733"
2009,9/15/09,"2,267,953,080","7,188,130","$51,604,836,101"
2009,9/16/09,"2,449,094,454","7,968,099","$56,584,900,339"
2009,9/17/09,"2,353,572,901","8,050,526","$54,178,320,904"
2009,9/18/09,"3,017,374,406","6,463,058","$72,377,090,525"
2009,9/21/09,"1,584,904,017","5,224,818","$39,026,307,779"
2009,9/22/09,"1,890,003,103","6,214,964","$45,165,021,244"
2009,9/23/09,"2,029,560,273","7,127,431","$48,218,117,301"
2009,9/24/09,"2,112,120,239","7,323,105","$49,644,482,767"
2009,9/25/09,"1,750,932,689","6,439,317","$43,337,030,211"
2009,9/28/09,"1,459,038,196","5,350,611","$35,862,835,530"
2009,9/29/09,"1,808,578,125","6,067,914","$41,652,946,980"
2009,9/30/09,"2,649,160,606","7,803,964","$57,987,125,625"
2009,10/1/09,"2,346,849,435","8,100,595","$57,131,626,611"
2009,10/2/09,"2,125,804,847","7,630,410","$49,428,750,082"
2009,10/5/09,"1,735,550,599","6,239,479","$42,903,664,718"
2009,10/6/09,"1,850,865,678","6,780,033","$46,660,167,404"
2009,10/7/09,"1,590,414,683","5,659,771","$39,627,360,286"
2009,10/8/09,"1,941,671,966","6,676,810","$50,110,690,267"
2009,10/9/09,"1,463,976,036","5,017,478","$37,735,967,078"
2009,10/12/09,"1,401,659,841","4,688,045","$35,068,039,698"
2009,10/13/09,"1,702,851,756","5,843,730","$43,163,625,928"
2009,10/14/09,"2,045,921,485","6,856,661","$53,115,077,408"
2009,10/15/09,"2,043,605,051","6,445,514","$51,650,373,456"
2009,10/16/09,"1,978,125,184","6,269,054","$51,763,128,353"
2009,10/19/09,"1,633,371,991","5,743,728","$42,049,330,163"
2009,10/20/09,"1,888,926,869","6,672,366","$46,657,199,770"
2009,10/21/09,"2,107,857,405","7,669,875","$54,623,760,267"
2009,10/22/09,"1,968,204,670","7,205,260","$51,990,600,344"
2009,10/23/09,"1,892,446,091","7,014,635","$48,941,776,670"
2009,10/26/09,"2,103,507,433","7,738,896","$51,968,211,295"
2009,10/27/09,"2,085,696,246","7,910,246","$52,981,276,602"
2009,10/28/09,"2,504,288,509","8,871,785","$58,555,966,008"
2009,10/29/09,"2,226,600,936","7,814,392","$53,872,760,723"
2009,10/30/09,"2,650,604,549","9,335,277","$64,075,709,720"
2009,11/2/09,"2,365,093,354","8,449,066","$52,623,281,691"
2009,11/3/09,"2,119,908,477","7,939,078","$53,630,230,278"
2009,11/4/09,"2,094,372,129","8,061,333","$52,451,569,446"
2009,11/5/09,"1,961,074,078","6,871,732","$49,604,054,340"
2009,11/6/09,"1,613,937,494","6,014,063","$39,876,026,379"
2009,11/9/09,"1,795,774,417","6,001,434","$47,242,943,508"
2009,11/10/09,"1,625,484,088","5,818,274","$40,953,219,389"
2009,11/11/09,"1,615,420,964","5,820,872","$41,562,891,140"
2009,11/12/09,"1,599,379,661","5,966,732","$41,966,569,887"
2009,11/13/09,"1,439,720,237","5,545,696","$38,137,117,302"
2009,11/16/09,"1,688,067,114","5,895,642","$44,337,827,009"
2009,11/17/09,"1,435,814,186","5,335,133","$38,776,841,209"
2009,11/18/09,"1,572,322,641","5,393,415","$40,215,213,364"
2009,11/19/09,"1,598,303,986","5,749,246","$41,428,081,840"
2009,11/20/09,"1,551,919,163","4,939,832","$43,066,949,669"
2009,11/23/09,"1,396,027,787","5,056,910","$38,106,016,008"
2009,11/24/09,"1,405,898,650","5,062,594","$37,426,589,851"
2009,11/25/09,"1,111,988,395","4,117,924","$30,344,141,375"
2009,11/27/09,"952,965,220","3,273,845","$24,897,372,329"
2009,11/30/09,"1,853,610,995","5,708,947","$49,188,160,252"
2009,12/1/09,"1,626,929,609","5,650,667","$43,875,509,412"
2009,12/2/09,"1,504,333,753","5,594,468","$41,041,973,988"
2009,12/3/09,"1,748,844,379","5,946,944","$45,230,655,168"
2009,12/4/09,"2,377,920,559","7,551,414","$59,672,683,914"
2009,12/7/09,"1,581,664,232","5,353,235","$41,346,235,227"
2009,12/8/09,"1,763,394,413","5,875,417","$44,521,311,233"
2009,12/9/09,"1,566,703,975","5,508,425","$41,261,497,422"
2009,12/10/09,"1,572,464,973","5,129,654","$41,672,140,483"
2009,12/11/09,"1,434,202,149","4,870,916","$38,257,544,015"
2009,12/14/09,"1,638,783,288","5,075,141","$42,751,010,935"
2009,12/15/09,"1,791,352,961","5,159,646","$44,158,592,889"
2009,12/16/09,"1,845,909,261","5,166,829","$42,837,000,325"
2009,12/17/09,"2,895,735,239","5,317,455","$46,259,948,128"
2009,12/18/09,"4,245,832,073","5,703,689","$88,210,990,387"
2009,12/21/09,"1,455,648,729","4,567,503","$35,782,429,434"
2009,12/22/09,"1,353,830,781","4,193,661","$34,168,482,784"
2009,12/23/09,"1,095,092,956","3,672,445","$28,091,598,116"
2009,12/24/09,"423,649,342","1,479,549","$11,026,191,744"
2009,12/28/09,"952,545,908","2,787,034","$22,755,727,080"
2009,12/29/09,"915,619,273","3,037,776","$24,157,336,288"
2009,12/30/09,"880,308,408","2,849,852","$22,561,902,904"
2009,12/31/09,"958,437,260","2,673,923","$25,884,725,585"
2009,,,,
2009,,,,
2009,,,,
